assembly,seed,clusterer,seqtype,combo,n_original_genes,n_genes_kept,n_genes_deleted,deleted_pct
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,mmseqs2,nt,mmseqs2/nt,8653,8653,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,panx,aa,panx/aa,8919,8326,593,6.64872743581119
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,cdhit,aa,cdhit/aa,8919,8919,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,diamond,aa,diamond/aa,8919,8919,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,hdbscan_dist,nt,hdbscan_dist/nt,8919,8919,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,hdbscan_tsne,nt,hdbscan_tsne/nt,8919,8919,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,hdbscan_umap,nt,hdbscan_umap/nt,8919,8919,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,ppanggolin,aa,ppanggolin/aa,8919,8419,500,5.606009642336584
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,panaroo,aa,panaroo/aa,8919,8419,500,5.606009642336584
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,embed_hdbscan_raw,aa,embed_hdbscan_raw/aa,8919,8919,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,embed_hdbscan_tsne,aa,embed_hdbscan_tsne/aa,8919,8919,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,embed_hdbscan_umap,aa,embed_hdbscan_umap/aa,8919,8919,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,mmseqs2,aa,mmseqs2/aa,8919,8919,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,panta,aa,panta/aa,8919,8363,556,6.233882722278283
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,hdbscan_dist,aa,hdbscan_dist/aa,8919,8919,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,hdbscan_tsne,aa,hdbscan_tsne/aa,8919,8919,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,hdbscan_umap,aa,hdbscan_umap/aa,8919,8919,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,cdhit,nt,cdhit/nt,8919,8919,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,mmseqs2,nt,mmseqs2/nt,8919,8919,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,panx,aa,panx/aa,7511,7032,479,6.377313273864998
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,cdhit,aa,cdhit/aa,7511,7511,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,diamond,aa,diamond/aa,7511,7511,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,hdbscan_dist,nt,hdbscan_dist/nt,7511,7511,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,hdbscan_tsne,nt,hdbscan_tsne/nt,7511,7511,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,hdbscan_umap,nt,hdbscan_umap/nt,7511,7511,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,ppanggolin,aa,ppanggolin/aa,7511,7137,374,4.979363600053255
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,panaroo,aa,panaroo/aa,7511,7137,374,4.979363600053255
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,embed_hdbscan_raw,aa,embed_hdbscan_raw/aa,7511,7511,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,embed_hdbscan_tsne,aa,embed_hdbscan_tsne/aa,7511,7511,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,embed_hdbscan_umap,aa,embed_hdbscan_umap/aa,7511,7511,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,mmseqs2,aa,mmseqs2/aa,7511,7511,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,panta,aa,panta/aa,7511,7102,409,5.445346824657169
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,hdbscan_dist,aa,hdbscan_dist/aa,7511,7511,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,hdbscan_tsne,aa,hdbscan_tsne/aa,7511,7511,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,hdbscan_umap,aa,hdbscan_umap/aa,7511,7511,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,cdhit,nt,cdhit/nt,7511,7511,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,mmseqs2,nt,mmseqs2/nt,7511,7511,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5319,panx,aa,panx/aa,8276,7865,411,4.966167230546158
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5319,cdhit,aa,cdhit/aa,8276,8276,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5319,diamond,aa,diamond/aa,8276,8276,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5319,hdbscan_dist,nt,hdbscan_dist/nt,8276,8276,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5319,hdbscan_tsne,nt,hdbscan_tsne/nt,8276,8276,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5319,hdbscan_umap,nt,hdbscan_umap/nt,8276,8276,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5319,ppanggolin,aa,ppanggolin/aa,8276,7979,297,3.5886901884968583
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5319,panaroo,aa,panaroo/aa,8276,7979,297,3.5886901884968583
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5319,embed_hdbscan_raw,aa,embed_hdbscan_raw/aa,8276,8276,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5319,embed_hdbscan_tsne,aa,embed_hdbscan_tsne/aa,8276,8276,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5319,embed_hdbscan_umap,aa,embed_hdbscan_umap/aa,8276,8276,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5319,mmseqs2,aa,mmseqs2/aa,8276,8276,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5319,panta,aa,panta/aa,8276,7924,352,4.253262445625906
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5319,hdbscan_dist,aa,hdbscan_dist/aa,8276,8276,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5319,hdbscan_tsne,aa,hdbscan_tsne/aa,8276,8276,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5319,hdbscan_umap,aa,hdbscan_umap/aa,8276,8276,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5319,cdhit,nt,cdhit/nt,8276,8276,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5319,mmseqs2,nt,mmseqs2/nt,8276,8276,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,panx,aa,panx/aa,8578,8220,358,4.173467008626719
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,cdhit,aa,cdhit/aa,8578,8578,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,diamond,aa,diamond/aa,8578,8578,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,hdbscan_dist,nt,hdbscan_dist/nt,8578,8578,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,hdbscan_tsne,nt,hdbscan_tsne/nt,8578,8578,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,hdbscan_umap,nt,hdbscan_umap/nt,8578,8578,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,ppanggolin,aa,ppanggolin/aa,8578,8341,237,2.762881790627186
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,panaroo,aa,panaroo/aa,8578,8341,237,2.762881790627186
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,embed_hdbscan_raw,aa,embed_hdbscan_raw/aa,8578,8578,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,embed_hdbscan_tsne,aa,embed_hdbscan_tsne/aa,8578,8578,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,embed_hdbscan_umap,aa,embed_hdbscan_umap/aa,8578,8578,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,mmseqs2,aa,mmseqs2/aa,8578,8578,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,panta,aa,panta/aa,8578,8294,284,3.310795057122873
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,hdbscan_dist,aa,hdbscan_dist/aa,8578,8578,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,hdbscan_tsne,aa,hdbscan_tsne/aa,8578,8578,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,hdbscan_umap,aa,hdbscan_umap/aa,8578,8578,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,cdhit,nt,cdhit/nt,8578,8578,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,mmseqs2,nt,mmseqs2/nt,8578,8578,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,panx,aa,panx/aa,9807,9264,543,5.536861425512389
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,cdhit,aa,cdhit/aa,9807,9807,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,diamond,aa,diamond/aa,9807,9807,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,hdbscan_dist,nt,hdbscan_dist/nt,9807,9807,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,hdbscan_tsne,nt,hdbscan_tsne/nt,9807,9807,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,hdbscan_umap,nt,hdbscan_umap/nt,9807,9807,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,ppanggolin,aa,ppanggolin/aa,9807,9375,432,4.4050168247170385
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,panaroo,aa,panaroo/aa,9807,9375,432,4.4050168247170385
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,embed_hdbscan_raw,aa,embed_hdbscan_raw/aa,9807,9807,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,embed_hdbscan_tsne,aa,embed_hdbscan_tsne/aa,9807,9807,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,embed_hdbscan_umap,aa,embed_hdbscan_umap/aa,9807,9807,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,mmseqs2,aa,mmseqs2/aa,9807,9807,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,panta,aa,panta/aa,9807,9345,462,4.710920770877944
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,hdbscan_dist,aa,hdbscan_dist/aa,9807,9807,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,hdbscan_tsne,aa,hdbscan_tsne/aa,9807,9807,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,hdbscan_umap,aa,hdbscan_umap/aa,9807,9807,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,cdhit,nt,cdhit/nt,9807,9807,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,mmseqs2,nt,mmseqs2/nt,9807,9807,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,panx,aa,panx/aa,9874,9010,864,8.750253190196476
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,cdhit,aa,cdhit/aa,9874,9874,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,diamond,aa,diamond/aa,9874,9874,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,hdbscan_dist,nt,hdbscan_dist/nt,9874,9874,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,hdbscan_tsne,nt,hdbscan_tsne/nt,9874,9874,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,hdbscan_umap,nt,hdbscan_umap/nt,9874,9874,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,ppanggolin,aa,ppanggolin/aa,9874,9105,769,7.788130443589224
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,panaroo,aa,panaroo/aa,9874,9105,769,7.788130443589224
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,embed_hdbscan_raw,aa,embed_hdbscan_raw/aa,9874,9874,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,embed_hdbscan_tsne,aa,embed_hdbscan_tsne/aa,9874,9874,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,embed_hdbscan_umap,aa,embed_hdbscan_umap/aa,9874,9874,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,mmseqs2,aa,mmseqs2/aa,9874,9874,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,panta,aa,panta/aa,9874,9056,818,8.284383228681385
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,hdbscan_dist,aa,hdbscan_dist/aa,9874,9874,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,hdbscan_tsne,aa,hdbscan_tsne/aa,9874,9874,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,hdbscan_umap,aa,hdbscan_umap/aa,9874,9874,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,cdhit,nt,cdhit/nt,9874,9874,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,11998,mmseqs2,nt,mmseqs2/nt,9874,9874,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,panx,aa,panx/aa,7842,7440,402,5.1262433052792655
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,cdhit,aa,cdhit/aa,7842,7842,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,diamond,aa,diamond/aa,7842,7842,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,hdbscan_dist,nt,hdbscan_dist/nt,7842,7842,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,hdbscan_tsne,nt,hdbscan_tsne/nt,7842,7842,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,hdbscan_umap,nt,hdbscan_umap/nt,7842,7842,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,ppanggolin,aa,ppanggolin/aa,7842,7506,336,4.284621270084163
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,panaroo,aa,panaroo/aa,7842,7506,336,4.284621270084163
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,embed_hdbscan_raw,aa,embed_hdbscan_raw/aa,7842,7842,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,embed_hdbscan_tsne,aa,embed_hdbscan_tsne/aa,7842,7842,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,embed_hdbscan_umap,aa,embed_hdbscan_umap/aa,7842,7842,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,mmseqs2,aa,mmseqs2/aa,7842,7842,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,panta,aa,panta/aa,7842,7455,387,4.934965570007651
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,hdbscan_dist,aa,hdbscan_dist/aa,7842,7842,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,hdbscan_tsne,aa,hdbscan_tsne/aa,7842,7842,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,hdbscan_umap,aa,hdbscan_umap/aa,7842,7842,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,cdhit,nt,cdhit/nt,7842,7842,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,13478,mmseqs2,nt,mmseqs2/nt,7842,7842,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,panx,aa,panx/aa,8151,7878,273,3.349282296650718
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,cdhit,aa,cdhit/aa,8151,8151,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,diamond,aa,diamond/aa,8151,8151,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,hdbscan_dist,nt,hdbscan_dist/nt,8151,8151,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,hdbscan_tsne,nt,hdbscan_tsne/nt,8151,8151,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,hdbscan_umap,nt,hdbscan_umap/nt,8151,8151,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,ppanggolin,aa,ppanggolin/aa,8151,7982,169,2.073365231259968
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,panaroo,aa,panaroo/aa,8151,7982,169,2.073365231259968
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,embed_hdbscan_raw,aa,embed_hdbscan_raw/aa,8151,8151,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,embed_hdbscan_tsne,aa,embed_hdbscan_tsne/aa,8151,8151,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,embed_hdbscan_umap,aa,embed_hdbscan_umap/aa,8151,8151,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,mmseqs2,aa,mmseqs2/aa,8151,8151,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,panta,aa,panta/aa,8151,7900,251,3.0793767635872897
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,hdbscan_dist,aa,hdbscan_dist/aa,8151,8151,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,hdbscan_tsne,aa,hdbscan_tsne/aa,8151,8151,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,hdbscan_umap,aa,hdbscan_umap/aa,8151,8151,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,cdhit,nt,cdhit/nt,8151,8151,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14557,mmseqs2,nt,mmseqs2/nt,8151,8151,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,panx,aa,panx/aa,7491,7214,277,3.697770658123081
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,cdhit,aa,cdhit/aa,7491,7491,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,diamond,aa,diamond/aa,7491,7491,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,hdbscan_dist,nt,hdbscan_dist/nt,7491,7491,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,hdbscan_tsne,nt,hdbscan_tsne/nt,7491,7491,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,hdbscan_umap,nt,hdbscan_umap/nt,7491,7491,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,ppanggolin,aa,ppanggolin/aa,7491,7321,170,2.2693899345881725
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,panaroo,aa,panaroo/aa,7491,7321,170,2.2693899345881725
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,embed_hdbscan_raw,aa,embed_hdbscan_raw/aa,7491,7491,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,embed_hdbscan_tsne,aa,embed_hdbscan_tsne/aa,7491,7491,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,embed_hdbscan_umap,aa,embed_hdbscan_umap/aa,7491,7491,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,mmseqs2,aa,mmseqs2/aa,7491,7491,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,panta,aa,panta/aa,7491,7260,231,3.0837004405286343
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,14720,hdbscan_dist,aa,hdbscan_dist/aa,7491,7491,0,0.0
