locus_tag	ftype	length_bp	gene	EC_number	COG	product
CKACHEKH_00047	CDS	765				hypothetical protein
CKACHEKH_00048	CDS	729	opuBA		COG1125	Choline transport ATP-binding protein OpuBA
CKACHEKH_00049	CDS	1521				hypothetical protein
CKACHEKH_00050	CDS	807				hypothetical protein
CKACHEKH_00051	CDS	537				hypothetical protein
CKACHEKH_00052	CDS	891	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
CKACHEKH_00053	CDS	354	adhR		COG0789	HTH-type transcriptional regulator AdhR
CKACHEKH_00054	CDS	1038	adh_1	1.1.1.1	COG1063	Alcohol dehydrogenase
CKACHEKH_00055	CDS	1008	melR		COG1609	HTH-type transcriptional repressor MelR
CKACHEKH_00056	CDS	1179	galK_1	2.7.1.6	COG0153	Galactokinase
CKACHEKH_00057	CDS	1482	galT	2.7.7.12		Galactose-1-phosphate uridylyltransferase
CKACHEKH_00058	CDS	420	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
CKACHEKH_00059	CDS	765	dpnC	3.1.21.4		Type-2 restriction enzyme DpnI
CKACHEKH_00060	CDS	462				hypothetical protein
CKACHEKH_00061	CDS	1263	pucK		COG2233	Uric acid permease PucK
CKACHEKH_00062	CDS	582	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
CKACHEKH_00063	CDS	105				hypothetical protein
CKACHEKH_00064	CDS	144				hypothetical protein
CKACHEKH_00065	CDS	828	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
CKACHEKH_00066	CDS	156				hypothetical protein
CKACHEKH_00067	CDS	270				hypothetical protein
CKACHEKH_00068	CDS	531				hypothetical protein
CKACHEKH_00069	CDS	1746	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
CKACHEKH_00070	CDS	1752	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
CKACHEKH_00071	CDS	693	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
CKACHEKH_00072	CDS	1227	arnB	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
CKACHEKH_00073	CDS	2127	pfbA		COG5434	Plasmin and fibronectin-binding protein A
CKACHEKH_00074	CDS	297				hypothetical protein
CKACHEKH_00075	CDS	660				hypothetical protein
CKACHEKH_00076	CDS	1068				hypothetical protein
CKACHEKH_00077	CDS	1011	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
CKACHEKH_00078	CDS	1692				hypothetical protein
CKACHEKH_00079	CDS	711				hypothetical protein
CKACHEKH_00080	CDS	369				hypothetical protein
CKACHEKH_00081	CDS	1002	ccpA_1		COG1609	Catabolite control protein A
CKACHEKH_00082	CDS	252				hypothetical protein
CKACHEKH_00083	CDS	1362	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
CKACHEKH_00084	CDS	567	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
CKACHEKH_00085	CDS	1005	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
CKACHEKH_00086	CDS	768	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
CKACHEKH_00087	CDS	600	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
CKACHEKH_00088	CDS	1224	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
CKACHEKH_00089	CDS	777	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
CKACHEKH_00090	CDS	141				hypothetical protein
CKACHEKH_00091	CDS	555				hypothetical protein
CKACHEKH_00092	CDS	1152				hypothetical protein
CKACHEKH_00093	CDS	660				hypothetical protein
CKACHEKH_00094	CDS	399				hypothetical protein
CKACHEKH_00095	CDS	1179	nagC		COG1940	N-acetylglucosamine repressor
CKACHEKH_00096	CDS	1263	licC_1		COG1455	Lichenan permease IIC component
CKACHEKH_00097	CDS	897				hypothetical protein
CKACHEKH_00098	CDS	318	ptcB	2.7.1.205	COG1440	PTS system cellobiose-specific EIIB component
CKACHEKH_00099	CDS	318	licA_1		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
CKACHEKH_00100	CDS	1356	celB		COG1455	PTS system cellobiose-specific EIIC component
CKACHEKH_00101	CDS	1476		3.1.6.1	COG3119	Arylsulfatase
CKACHEKH_00102	CDS	849		1.8.3.7	COG1262	Formylglycine-generating enzyme
CKACHEKH_00103	CDS	771				hypothetical protein
CKACHEKH_00104	CDS	204				hypothetical protein
CKACHEKH_00105	CDS	609				hypothetical protein
CKACHEKH_00106	CDS	171				hypothetical protein
CKACHEKH_00107	CDS	567				hypothetical protein
CKACHEKH_00108	CDS	165				hypothetical protein
CKACHEKH_00109	CDS	1482				Putative trans-acting regulator
CKACHEKH_00110	CDS	1002	rbsR		COG1609	Ribose operon repressor
CKACHEKH_00111	CDS	918	yteP_1		COG4209	putative multiple-sugar transport system permease YteP
CKACHEKH_00112	CDS	891				hypothetical protein
CKACHEKH_00113	CDS	1617				hypothetical protein
CKACHEKH_00114	CDS	1320	sacA	3.2.1.26		Sucrose-6-phosphate hydrolase
CKACHEKH_00115	tRNA	76				tRNA-Lys(ctt)
CKACHEKH_00116	CDS	1272			COG2256	putative AAA domain-containing protein
CKACHEKH_00117	CDS	240				hypothetical protein
CKACHEKH_00118	CDS	180				hypothetical protein
CKACHEKH_00119	CDS	453				hypothetical protein
CKACHEKH_00120	CDS	471				hypothetical protein
CKACHEKH_00121	CDS	1068				hypothetical protein
CKACHEKH_00122	CDS	159				hypothetical protein
CKACHEKH_00123	CDS	1035				hypothetical protein
CKACHEKH_00124	CDS	2244				hypothetical protein
CKACHEKH_00125	CDS	1020				hypothetical protein
CKACHEKH_00126	CDS	951	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
CKACHEKH_00127	CDS	744	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
CKACHEKH_00128	CDS	1797	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
CKACHEKH_00129	CDS	156				hypothetical protein
CKACHEKH_00130	CDS	555				hypothetical protein
CKACHEKH_00131	CDS	669	aqpZ2			Aquaporin Z 2
CKACHEKH_00132	CDS	534	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
CKACHEKH_00133	CDS	315	trxA		COG0526	Thioredoxin
CKACHEKH_00134	CDS	222				hypothetical protein
CKACHEKH_00135	CDS	381				hypothetical protein
CKACHEKH_00136	CDS	462				hypothetical protein
CKACHEKH_00137	CDS	297				hypothetical protein
CKACHEKH_00138	CDS	456				hypothetical protein
CKACHEKH_00139	CDS	300				hypothetical protein
CKACHEKH_00140	CDS	1728	ezrA		COG4477	Septation ring formation regulator EzrA
CKACHEKH_00141	CDS	1947	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
CKACHEKH_00142	CDS	573	gph_1	3.1.3.18		Phosphoglycolate phosphatase
CKACHEKH_00143	CDS	555	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
CKACHEKH_00144	CDS	1224	rodA	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
CKACHEKH_00145	CDS	2451	dinG_1	3.1.-.-		3'-5' exonuclease DinG
CKACHEKH_00146	CDS	930				hypothetical protein
CKACHEKH_00147	CDS	288				hypothetical protein
CKACHEKH_00148	CDS	1335	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
CKACHEKH_00149	CDS	675	arlR_1		COG0745	Response regulator ArlR
CKACHEKH_00150	CDS	2547	pepN	3.4.11.2		Aminopeptidase N
CKACHEKH_00151	CDS	441				hypothetical protein
CKACHEKH_00152	CDS	870				hypothetical protein
CKACHEKH_00153	CDS	501				hypothetical protein
CKACHEKH_00154	CDS	699		1.1.1.391	COG1028	3-beta-hydroxycholanate 3-dehydrogenase (NAD(+)) 2
CKACHEKH_00155	CDS	237				hypothetical protein
CKACHEKH_00156	CDS	927	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
CKACHEKH_00157	CDS	816				hypothetical protein
CKACHEKH_00158	CDS	321				hypothetical protein
CKACHEKH_00159	CDS	1998	metG_1	6.1.1.10		Methionine--tRNA ligase
CKACHEKH_00160	CDS	1260	yknZ		COG0577	putative ABC transporter permease YknZ
CKACHEKH_00161	CDS	702	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
CKACHEKH_00162	CDS	1200	yknX		COG0845	Putative efflux system component YknX
CKACHEKH_00163	CDS	1347	gor	1.8.1.7	COG1249	Glutathione reductase
CKACHEKH_00164	CDS	537	bioY2		COG1268	Biotin transporter BioY2
CKACHEKH_00165	CDS	216				hypothetical protein
CKACHEKH_00166	CDS	321				hypothetical protein
CKACHEKH_00167	CDS	339				hypothetical protein
CKACHEKH_00168	CDS	720	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
CKACHEKH_00169	CDS	519	rimM			Ribosome maturation factor RimM
CKACHEKH_00170	CDS	789				hypothetical protein
CKACHEKH_00171	CDS	240				hypothetical protein
CKACHEKH_00172	CDS	273	rpsP		COG0228	30S ribosomal protein S16
CKACHEKH_00173	CDS	213				hypothetical protein
CKACHEKH_00174	CDS	804				hypothetical protein
CKACHEKH_00175	CDS	1542	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
CKACHEKH_00176	CDS	483				hypothetical protein
CKACHEKH_00177	CDS	1086	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
CKACHEKH_00178	CDS	531				hypothetical protein
CKACHEKH_00179	CDS	606	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
CKACHEKH_00180	CDS	1038	yqeN		COG1466	putative protein YqeN
CKACHEKH_00181	CDS	936	pyrDA	1.3.98.1	COG0167	putative dihydroorotate dehydrogenase A (fumarate)
CKACHEKH_00182	CDS	1191	metK	2.5.1.6		S-adenosylmethionine synthase
CKACHEKH_00183	CDS	1344	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
CKACHEKH_00184	CDS	816	mapP	3.1.3.90		Maltose 6'-phosphate phosphatase
CKACHEKH_00185	CDS	2181	ptsG_1	2.7.1.199		PTS system glucose-specific EIICBA component
CKACHEKH_00186	CDS	927	ftsX		COG2177	Cell division protein FtsX
CKACHEKH_00187	CDS	693	ftsE		COG2884	Cell division ATP-binding protein FtsE
CKACHEKH_00188	CDS	978	prfB			Peptide chain release factor 2
CKACHEKH_00189	CDS	657	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
CKACHEKH_00190	CDS	711	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
CKACHEKH_00191	CDS	765	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
CKACHEKH_00192	CDS	957				hypothetical protein
CKACHEKH_00193	CDS	870	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
CKACHEKH_00194	CDS	1161	braC		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
CKACHEKH_00195	CDS	249				hypothetical protein
CKACHEKH_00196	CDS	591	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
CKACHEKH_00197	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
CKACHEKH_00198	CDS	468	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
CKACHEKH_00199	CDS	558				hypothetical protein
CKACHEKH_00200	CDS	846			COG1307	DegV domain-containing protein
CKACHEKH_00201	CDS	1176			COG2081	putative protein
CKACHEKH_00202	CDS	456				hypothetical protein
CKACHEKH_00203	CDS	741	mta		COG0789	HTH-type transcriptional activator mta
CKACHEKH_00204	CDS	222				hypothetical protein
CKACHEKH_00205	CDS	1260				hypothetical protein
CKACHEKH_00206	CDS	945	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase ManA
CKACHEKH_00207	CDS	282	bglH_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
CKACHEKH_00208	CDS	267				IS630 family transposase ISSpn2
CKACHEKH_00209	CDS	510				IS630 family transposase ISSpn2
CKACHEKH_00210	CDS	348				hypothetical protein
CKACHEKH_00211	CDS	1776	pox5	1.2.3.3	COG0028	Pyruvate oxidase
CKACHEKH_00212	CDS	2244	pacS	7.2.2.8		putative copper-transporting ATPase PacS
CKACHEKH_00213	CDS	372				hypothetical protein
CKACHEKH_00214	CDS	396	copY			Transcriptional repressor CopY
CKACHEKH_00215	CDS	792	thiD	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
CKACHEKH_00216	CDS	633	thiE_1	2.5.1.3	COG0352	Thiamine-phosphate synthase
CKACHEKH_00217	CDS	804	thiM_1	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
CKACHEKH_00218	CDS	525				hypothetical protein
CKACHEKH_00219	CDS	693	tenA_1	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
CKACHEKH_00220	CDS	651				hypothetical protein
CKACHEKH_00221	CDS	1386	ykoD_1	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
CKACHEKH_00222	CDS	561	ykoE		COG4721	Putative HMP/thiamine permease protein YkoE
CKACHEKH_00223	CDS	630	thiE_2	2.5.1.3		Thiamine-phosphate synthase
CKACHEKH_00224	CDS	783	thiM_2	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
CKACHEKH_00225	CDS	669	tenA_2	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
CKACHEKH_00226	CDS	1137	hmo	1.1.3.46		4-hydroxymandelate oxidase
CKACHEKH_00227	CDS	1491	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
CKACHEKH_00228	CDS	147				hypothetical protein
CKACHEKH_00229	CDS	918				hypothetical protein
CKACHEKH_00230	CDS	264	glnQ_1		COG1126	Glutamine transport ATP-binding protein GlnQ
CKACHEKH_00231	CDS	396	artM_1		COG1126	Arginine transport ATP-binding protein ArtM
CKACHEKH_00232	CDS	243				hypothetical protein
CKACHEKH_00233	CDS	549	glnH_1		COG0834	ABC transporter glutamine-binding protein GlnH
CKACHEKH_00234	CDS	648	bcrA_1			Bacitracin transport ATP-binding protein BcrA
CKACHEKH_00235	CDS	705				hypothetical protein
CKACHEKH_00236	CDS	753				hypothetical protein
CKACHEKH_00237	CDS	765				hypothetical protein
CKACHEKH_00238	CDS	528				ISL3 family transposase ISSpn14
CKACHEKH_00239	CDS	1623	groL		COG0459	60 kDa chaperonin
CKACHEKH_00240	CDS	285	groS		COG0234	10 kDa chaperonin
CKACHEKH_00241	CDS	396	ssb_1		COG0629	Single-stranded DNA-binding protein
CKACHEKH_00242	CDS	762	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
CKACHEKH_00243	CDS	627				hypothetical protein
CKACHEKH_00244	CDS	318	ytpP			Thioredoxin-like protein YtpP
CKACHEKH_00245	CDS	300				hypothetical protein
CKACHEKH_00246	CDS	675				hypothetical protein
CKACHEKH_00247	CDS	447				hypothetical protein
CKACHEKH_00248	CDS	504				hypothetical protein
CKACHEKH_00249	CDS	363				hypothetical protein
CKACHEKH_00250	CDS	1032			COG1132	putative ABC transporter ATP-binding protein
CKACHEKH_00251	CDS	822			COG1132	putative ABC transporter ATP-binding protein
CKACHEKH_00252	CDS	345				hypothetical protein
CKACHEKH_00253	CDS	717	yeeN		COG0217	putative transcriptional regulatory protein YeeN
CKACHEKH_00254	CDS	1416	ply			Pneumolysin
CKACHEKH_00255	CDS	411				hypothetical protein
CKACHEKH_00256	CDS	609				hypothetical protein
CKACHEKH_00257	CDS	459				hypothetical protein
CKACHEKH_00258	CDS	132				hypothetical protein
CKACHEKH_00259	CDS	261				hypothetical protein
CKACHEKH_00260	CDS	552				hypothetical protein
CKACHEKH_00261	CDS	198				hypothetical protein
CKACHEKH_00262	CDS	585				hypothetical protein
CKACHEKH_00263	CDS	426				hypothetical protein
CKACHEKH_00264	CDS	360				hypothetical protein
CKACHEKH_00265	CDS	207				hypothetical protein
CKACHEKH_00266	CDS	156				hypothetical protein
CKACHEKH_00267	CDS	957	lytA_1	3.5.1.28		Autolysin
CKACHEKH_00268	CDS	1371	mepA			Multidrug export protein MepA
CKACHEKH_00269	CDS	1167	recA		COG0468	Protein RecA
CKACHEKH_00270	CDS	1257	cinA		COG1058	Putative competence-damage inducible protein
CKACHEKH_00271	CDS	1017	brpA		COG1316	Biofilm regulatory protein A
CKACHEKH_00272	CDS	519				hypothetical protein
CKACHEKH_00273	CDS	444	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
CKACHEKH_00274	CDS	621				hypothetical protein
CKACHEKH_00275	CDS	864				hypothetical protein
CKACHEKH_00276	CDS	171				hypothetical protein
CKACHEKH_00277	CDS	2016				hypothetical protein
CKACHEKH_00278	CDS	633	yknY_2	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
CKACHEKH_00279	CDS	162				hypothetical protein
CKACHEKH_00280	CDS	414	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
CKACHEKH_00281	CDS	3678	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
CKACHEKH_00282	CDS	3612	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
CKACHEKH_00283	tRNA	74				tRNA-Cys(gca)
CKACHEKH_00284	CDS	1332				hypothetical protein
CKACHEKH_00285	CDS	825	endA	3.1.30.-		DNA-entry nuclease
CKACHEKH_00286	CDS	195				hypothetical protein
CKACHEKH_00287	CDS	1284	murA1_1	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
CKACHEKH_00288	CDS	1038	ylbL		COG3480	putative protein YlbL
CKACHEKH_00289	CDS	489	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
CKACHEKH_00290	CDS	540	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
CKACHEKH_00291	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
CKACHEKH_00292	CDS	684	ybhL		COG0670	Inner membrane protein YbhL
CKACHEKH_00293	CDS	741		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
CKACHEKH_00294	CDS	279	acyP	3.6.1.7	COG1254	Acylphosphatase
CKACHEKH_00295	CDS	927	yidC2		COG0706	Membrane protein insertase YidC 2
CKACHEKH_00296	CDS	795	pflA	1.97.1.4		Pyruvate formate-lyase-activating enzyme
CKACHEKH_00297	CDS	1251	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
CKACHEKH_00298	CDS	828	purR		COG0503	Pur operon repressor
CKACHEKH_00299	CDS	942	yhaM	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
CKACHEKH_00300	CDS	1257				hypothetical protein
CKACHEKH_00301	CDS	663	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
CKACHEKH_00302	CDS	657	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
CKACHEKH_00303	CDS	879	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
CKACHEKH_00304	CDS	873	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
CKACHEKH_00305	CDS	309				hypothetical protein
CKACHEKH_00306	CDS	642	yknY_3	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
CKACHEKH_00307	CDS	2031				hypothetical protein
CKACHEKH_00308	CDS	297				hypothetical protein
CKACHEKH_00309	CDS	900				hypothetical protein
CKACHEKH_00310	CDS	561	rnmV	3.1.26.8	COG1658	Ribonuclease M5
CKACHEKH_00311	CDS	774	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
CKACHEKH_00312	CDS	900				hypothetical protein
CKACHEKH_00313	CDS	135	rpmH			50S ribosomal protein L34
CKACHEKH_00314	CDS	1215	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
CKACHEKH_00315	CDS	294				hypothetical protein
CKACHEKH_00316	CDS	453				Putative universal stress protein
CKACHEKH_00317	CDS	1389	cof	3.6.1.-		HMP-PP phosphatase
CKACHEKH_00318	CDS	963	ansB	3.5.1.1	COG0252	L-asparaginase 2
CKACHEKH_00319	CDS	204				hypothetical protein
CKACHEKH_00320	CDS	1011	ccpA_2		COG1609	Catabolite control protein A
CKACHEKH_00321	CDS	600	desR		COG2197	Transcriptional regulatory protein DesR
CKACHEKH_00322	CDS	1098	desK	2.7.13.3	COG4585	Sensor histidine kinase DesK
CKACHEKH_00323	CDS	738				hypothetical protein
CKACHEKH_00324	CDS	885	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
CKACHEKH_00325	CDS	195				hypothetical protein
CKACHEKH_00326	CDS	192				hypothetical protein
CKACHEKH_00327	CDS	108				hypothetical protein
CKACHEKH_00328	CDS	459				hypothetical protein
CKACHEKH_00329	CDS	261				hypothetical protein
CKACHEKH_00330	CDS	162				hypothetical protein
CKACHEKH_00331	CDS	696				hypothetical protein
CKACHEKH_00332	CDS	156				hypothetical protein
CKACHEKH_00333	CDS	1344				hypothetical protein
CKACHEKH_00334	CDS	822				hypothetical protein
CKACHEKH_00335	CDS	105				hypothetical protein
CKACHEKH_00336	CDS	507				hypothetical protein
CKACHEKH_00337	CDS	828				hypothetical protein
CKACHEKH_00338	CDS	318				hypothetical protein
CKACHEKH_00339	CDS	1194				hypothetical protein
CKACHEKH_00340	CDS	486				hypothetical protein
CKACHEKH_00341	CDS	360				hypothetical protein
CKACHEKH_00342	CDS	483				hypothetical protein
CKACHEKH_00343	CDS	765				hypothetical protein
CKACHEKH_00344	CDS	231				hypothetical protein
CKACHEKH_00345	CDS	342				hypothetical protein
CKACHEKH_00346	CDS	192				hypothetical protein
CKACHEKH_00347	CDS	195				hypothetical protein
CKACHEKH_00348	CDS	273				hypothetical protein
CKACHEKH_00349	CDS	192				hypothetical protein
CKACHEKH_00350	CDS	204				hypothetical protein
CKACHEKH_00351	CDS	201				hypothetical protein
CKACHEKH_00352	CDS	216				hypothetical protein
CKACHEKH_00353	CDS	180				hypothetical protein
CKACHEKH_00354	CDS	690				hypothetical protein
CKACHEKH_00355	CDS	132				hypothetical protein
CKACHEKH_00356	CDS	792				hypothetical protein
CKACHEKH_00357	CDS	951				hypothetical protein
CKACHEKH_00358	CDS	1128	xerC_1			Tyrosine recombinase XerC
CKACHEKH_00359	CDS	912	whiA		COG1481	putative cell division protein WhiA
CKACHEKH_00360	CDS	978			COG0391	Putative gluconeogenesis factor
CKACHEKH_00361	CDS	891	yvcJ		COG1660	Nucleotide-binding protein YvcJ
CKACHEKH_00362	CDS	381	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
CKACHEKH_00363	CDS	588	engB		COG0218	putative GTP-binding protein EngB
CKACHEKH_00364	CDS	1233	clpX			ATP-dependent Clp protease ATP-binding subunit ClpX
CKACHEKH_00365	CDS	171				hypothetical protein
CKACHEKH_00366	CDS	507	dhfR	1.5.1.3	COG0262	Dihydrofolate reductase
CKACHEKH_00367	CDS	519	dps	1.16.-.-	COG0783	DNA protection during starvation protein
CKACHEKH_00368	CDS	1473				hypothetical protein
CKACHEKH_00369	CDS	759	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
CKACHEKH_00370	CDS	678	dnaD		COG3935	DNA replication protein DnaD
CKACHEKH_00371	CDS	945	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
CKACHEKH_00372	CDS	513	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
CKACHEKH_00373	CDS	759	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
CKACHEKH_00374	CDS	1131	msmX_1	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
CKACHEKH_00375	tRNA	86				tRNA-Leu(aag)
CKACHEKH_00376	CDS	576				hypothetical protein
CKACHEKH_00377	CDS	789	codY		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
