locus_tag	ftype	length_bp	gene	EC_number	COG	product
EOOEDEHK_00076	CDS	696				hypothetical protein
EOOEDEHK_00077	CDS	417				hypothetical protein
EOOEDEHK_00078	CDS	975	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
EOOEDEHK_00079	CDS	108				hypothetical protein
EOOEDEHK_00080	CDS	426				hypothetical protein
EOOEDEHK_00081	CDS	759	uppS	2.5.1.-	COG0020	Isoprenyl transferase
EOOEDEHK_00082	CDS	804				hypothetical protein
EOOEDEHK_00083	CDS	1260		3.4.24.-		Putative zinc metalloprotease
EOOEDEHK_00084	CDS	1854	proS	6.1.1.15	COG0442	Proline--tRNA ligase
EOOEDEHK_00085	CDS	1380	gmuD_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
EOOEDEHK_00086	CDS	1809	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
EOOEDEHK_00087	CDS	1050	limB	1.14.13.107		Limonene 1,2-monooxygenase
EOOEDEHK_00088	CDS	3843	glgX_1	3.2.1.196		Glycogen debranching enzyme
EOOEDEHK_00089	CDS	414	rpsL		COG0048	30S ribosomal protein S12
EOOEDEHK_00090	CDS	471	rpsG		COG0049	30S ribosomal protein S7
EOOEDEHK_00091	CDS	2082	fus			Elongation factor G
EOOEDEHK_00092	CDS	4392	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
EOOEDEHK_00093	CDS	264				hypothetical protein
EOOEDEHK_00094	CDS	279	yafQ	3.1.-.-		mRNA interferase toxin YafQ
EOOEDEHK_00095	CDS	153				hypothetical protein
EOOEDEHK_00096	CDS	1242	pepS	3.4.11.-	COG2309	Aminopeptidase PepS
EOOEDEHK_00097	CDS	231				hypothetical protein
EOOEDEHK_00098	CDS	723	rsuA_1	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
EOOEDEHK_00099	CDS	1335	pepC	3.4.22.40	COG3579	Aminopeptidase C
EOOEDEHK_00100	CDS	912	manZ_1		COG3716	PTS system mannose-specific EIID component
EOOEDEHK_00101	CDS	804	sorA		COG3715	PTS system sorbose-specific EIIC component
EOOEDEHK_00102	CDS	990	manX_1	2.7.1.191		PTS system mannose-specific EIIAB component
EOOEDEHK_00103	CDS	1020	adhA	1.1.1.1		Alcohol dehydrogenase 1
EOOEDEHK_00104	CDS	813	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
EOOEDEHK_00105	CDS	1419	pbuO		COG2252	Guanine/hypoxanthine permease PbuO
EOOEDEHK_00106	CDS	708				hypothetical protein
EOOEDEHK_00107	CDS	945	sulA	2.5.1.15	COG0294	Dihydropteroate synthase
EOOEDEHK_00108	CDS	1323	fpgS_2	6.3.2.17		Folylpolyglutamate synthase
EOOEDEHK_00109	CDS	555	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
EOOEDEHK_00110	CDS	813	sulD		COG0801	Bifunctional folate synthesis protein
EOOEDEHK_00111	CDS	318				hypothetical protein
EOOEDEHK_00112	CDS	447	rplM			50S ribosomal protein L13
EOOEDEHK_00113	CDS	393	rpsI		COG0103	30S ribosomal protein S9
EOOEDEHK_00114	CDS	423	xerC_1			Tyrosine recombinase XerC
EOOEDEHK_00115	CDS	177				hypothetical protein
EOOEDEHK_00116	CDS	126				hypothetical protein
EOOEDEHK_00117	CDS	2214				hypothetical protein
EOOEDEHK_00118	CDS	477	bsaA			Glutathione peroxidase BsaA
EOOEDEHK_00119	CDS	3204		4.2.2.1		Hyaluronate lyase
EOOEDEHK_00120	CDS	216				IS200/IS605 family transposase ISStin10
EOOEDEHK_00121	CDS	630	kdgA		COG0800	KHG/KDPG aldolase
EOOEDEHK_00122	CDS	1002	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
EOOEDEHK_00123	CDS	642				hypothetical protein
EOOEDEHK_00124	CDS	816	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
EOOEDEHK_00125	CDS	435				hypothetical protein
EOOEDEHK_00126	CDS	1191	ugl	3.2.1.180		Unsaturated chondroitin disaccharide hydrolase
EOOEDEHK_00127	CDS	492	levE_1	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
EOOEDEHK_00128	CDS	780	agaC		COG3715	N-acetylgalactosamine permease IIC component 1
EOOEDEHK_00129	CDS	819	manZ_2		COG3716	PTS system mannose-specific EIID component
EOOEDEHK_00130	CDS	294				hypothetical protein
EOOEDEHK_00131	CDS	1902				hypothetical protein
EOOEDEHK_00132	CDS	1002	kdgR		COG1609	HTH-type transcriptional regulator KdgR
EOOEDEHK_00133	CDS	336				hypothetical protein
EOOEDEHK_00134	CDS	243				hypothetical protein
EOOEDEHK_00135	CDS	294				hypothetical protein
EOOEDEHK_00136	CDS	195				hypothetical protein
EOOEDEHK_00137	CDS	951	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
EOOEDEHK_00138	CDS	318	ftsL			Cell division protein FtsL
EOOEDEHK_00139	CDS	2253	pbpX		COG0768	Penicillin-binding protein 2X
EOOEDEHK_00140	CDS	981	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
EOOEDEHK_00141	CDS	2106	clpC_1			putative ATP-dependent Clp protease ATP-binding subunit
EOOEDEHK_00142	CDS	483	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
EOOEDEHK_00143	CDS	1485				hypothetical protein
EOOEDEHK_00144	CDS	1611	dexB	3.2.1.70	COG0366	Glucan 1,6-alpha-glucosidase
EOOEDEHK_00145	CDS	1410				ISNCY family transposase IS1202
EOOEDEHK_00146	CDS	1446	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
EOOEDEHK_00147	CDS	732	cpsB	3.1.3.48	COG4464	Tyrosine-protein phosphatase CpsB
EOOEDEHK_00148	CDS	693	ywqC		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
EOOEDEHK_00149	CDS	690	cpsD	2.7.10.2		Tyrosine-protein kinase CpsD
EOOEDEHK_00150	CDS	1362				hypothetical protein
EOOEDEHK_00151	CDS	450				hypothetical protein
EOOEDEHK_00152	CDS	480				hypothetical protein
EOOEDEHK_00153	CDS	1098	epsF	2.4.-.-	COG0438	Putative glycosyltransferase EpsF
EOOEDEHK_00154	CDS	654				hypothetical protein
EOOEDEHK_00155	CDS	723				hypothetical protein
EOOEDEHK_00156	CDS	1173				hypothetical protein
EOOEDEHK_00157	CDS	501	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
EOOEDEHK_00158	CDS	1188				hypothetical protein
EOOEDEHK_00159	CDS	1452				hypothetical protein
EOOEDEHK_00160	CDS	393	tagD	2.7.7.39	COG0615	Glycerol-3-phosphate cytidylyltransferase
EOOEDEHK_00161	CDS	1029				hypothetical protein
EOOEDEHK_00162	CDS	1983	sarA_1		COG4166	Oligopeptide-binding protein SarA
EOOEDEHK_00163	CDS	5304		3.2.1.97		Endo-alpha-N-acetylgalactosaminidase
EOOEDEHK_00164	CDS	2160	ponA		COG0744	Penicillin-binding protein 1A
EOOEDEHK_00165	CDS	597	recU	3.1.22.4	COG3331	Holliday junction resolvase RecU
EOOEDEHK_00166	CDS	528				hypothetical protein
EOOEDEHK_00167	CDS	330	gpsB		COG3599	Cell cycle protein GpsB
EOOEDEHK_00168	CDS	1158	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
EOOEDEHK_00169	CDS	1395	mapZ			Mid-cell-anchored protein Z
EOOEDEHK_00170	CDS	1425	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
EOOEDEHK_00171	CDS	690	arlR_1		COG0745	Response regulator ArlR
EOOEDEHK_00172	CDS	1020				hypothetical protein
EOOEDEHK_00173	CDS	1233				hypothetical protein
EOOEDEHK_00174	CDS	471				hypothetical protein
EOOEDEHK_00175	CDS	330				hypothetical protein
EOOEDEHK_00176	CDS	879	galK_1	2.7.1.6		Galactokinase
EOOEDEHK_00177	CDS	954				hypothetical protein
EOOEDEHK_00178	CDS	1008		2.7.4.2		Phosphomevalonate kinase
EOOEDEHK_00179	CDS	1011	fni	5.3.3.2		Isopentenyl-diphosphate delta-isomerase
EOOEDEHK_00180	CDS	699	liaF		COG4758	Protein LiaF
EOOEDEHK_00181	CDS	996				hypothetical protein
EOOEDEHK_00182	CDS	633	liaR		COG2197	Transcriptional regulatory protein LiaR
EOOEDEHK_00183	CDS	210				hypothetical protein
EOOEDEHK_00184	CDS	891				hypothetical protein
EOOEDEHK_00185	CDS	366				hypothetical protein
EOOEDEHK_00186	CDS	1284	tig	5.2.1.8	COG0544	Trigger factor
EOOEDEHK_00187	CDS	2367	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
EOOEDEHK_00188	CDS	615	spsB_1	3.4.21.89		Signal peptidase IB
EOOEDEHK_00189	CDS	882	rnhC	3.1.26.4	COG1039	Ribonuclease HIII
EOOEDEHK_00190	CDS	303				hypothetical protein
EOOEDEHK_00191	CDS	549				hypothetical protein
EOOEDEHK_00192	CDS	2337	mutS2	3.1.-.-		Endonuclease MutS2
EOOEDEHK_00193	CDS	1323	alsT		COG1115	Amino-acid carrier protein AlsT
EOOEDEHK_00194	CDS	549				hypothetical protein
EOOEDEHK_00195	CDS	900				hypothetical protein
EOOEDEHK_00196	CDS	1275	serS	6.1.1.11		Serine--tRNA ligase
EOOEDEHK_00197	CDS	372				hypothetical protein
EOOEDEHK_00198	CDS	1365	yclM	2.7.2.4	COG0527	Aspartokinase 3
EOOEDEHK_00199	CDS	786	fabM	5.3.3.14	COG1024	Trans-2-decenoyl-[acyl-carrier-protein] isomerase
EOOEDEHK_00200	CDS	435				hypothetical protein
EOOEDEHK_00201	CDS	975	fabH	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
EOOEDEHK_00202	CDS	225	acpA		COG0236	Acyl carrier protein
EOOEDEHK_00203	CDS	975		1.6.5.11	COG2070	NADH:quinone reductase
EOOEDEHK_00204	CDS	921	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
EOOEDEHK_00205	CDS	732	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
EOOEDEHK_00206	CDS	1236	fabF	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
EOOEDEHK_00207	CDS	486	accB			Biotin carboxyl carrier protein of acetyl-CoA carboxylase
EOOEDEHK_00208	CDS	423	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
EOOEDEHK_00209	CDS	1368	accC	6.3.4.14	COG0439	Biotin carboxylase
EOOEDEHK_00210	CDS	867	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
EOOEDEHK_00211	CDS	768	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
EOOEDEHK_00212	CDS	186				hypothetical protein
EOOEDEHK_00213	CDS	435				hypothetical protein
EOOEDEHK_00214	CDS	423	nusB		COG0781	Transcription antitermination protein NusB
EOOEDEHK_00215	CDS	390				putative protein
EOOEDEHK_00216	CDS	561	efp			Elongation factor P
EOOEDEHK_00217	CDS	1443	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
EOOEDEHK_00218	CDS	1467	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
EOOEDEHK_00219	CDS	303	gatC_1	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
EOOEDEHK_00220	CDS	1545	prfC			Peptide chain release factor 3
EOOEDEHK_00221	CDS	198	glyE			Glycosyltransferase GlyE
EOOEDEHK_00222	CDS	189	rpmB		COG0227	50S ribosomal protein L28
EOOEDEHK_00223	CDS	366				putative protein
EOOEDEHK_00224	CDS	1668				putative protein
EOOEDEHK_00225	CDS	1701	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
EOOEDEHK_00226	CDS	477	ilvH	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
EOOEDEHK_00227	CDS	1023	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
EOOEDEHK_00228	CDS	237				hypothetical protein
EOOEDEHK_00229	CDS	357				hypothetical protein
EOOEDEHK_00230	CDS	1251	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
EOOEDEHK_00231	CDS	216				hypothetical protein
EOOEDEHK_00232	CDS	741	glnQ_1			Glutamine transport ATP-binding protein GlnQ
EOOEDEHK_00233	CDS	1566				hypothetical protein
EOOEDEHK_00234	CDS	1890				hypothetical protein
EOOEDEHK_00235	CDS	1020				IS110 family transposase ISBth13
EOOEDEHK_00236	CDS	846	uppP	3.6.1.27		Undecaprenyl-diphosphatase
EOOEDEHK_00237	CDS	1062	dinB	2.7.7.7	COG0389	DNA polymerase IV
EOOEDEHK_00238	CDS	2325	pflB	2.3.1.54		Formate acetyltransferase
EOOEDEHK_00239	CDS	219				hypothetical protein
EOOEDEHK_00240	CDS	285				hypothetical protein
EOOEDEHK_00241	CDS	171				hypothetical protein
EOOEDEHK_00242	CDS	1224	nagC_1		COG1940	N-acetylglucosamine repressor
EOOEDEHK_00243	CDS	1323	licC_2		COG1455	Lichenan permease IIC component
EOOEDEHK_00244	CDS	1887				hypothetical protein
EOOEDEHK_00245	CDS	345	lacF_1		COG1447	PTS system lactose-specific EIIA component
EOOEDEHK_00246	CDS	1413	lacG_1	3.2.1.85		6-phospho-beta-galactosidase
EOOEDEHK_00247	CDS	1677	lacE_1			PTS system lactose-specific EIICB component
EOOEDEHK_00248	CDS	1440	trkG		COG0168	Trk system potassium uptake protein TrkG
EOOEDEHK_00249	CDS	1350	trkA		COG0569	Trk system potassium uptake protein TrkA
EOOEDEHK_00250	CDS	849	salL	2.5.1.94	COG1912	Adenosyl-chloride synthase
EOOEDEHK_00251	CDS	549				hypothetical protein
EOOEDEHK_00252	CDS	213				hypothetical protein
EOOEDEHK_00253	CDS	1683	ykoD_1	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
EOOEDEHK_00254	CDS	831	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
EOOEDEHK_00255	CDS	504	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
EOOEDEHK_00256	CDS	564	ribU		COG3601	Riboflavin transporter RibU
EOOEDEHK_00257	CDS	651				hypothetical protein
EOOEDEHK_00258	CDS	390				hypothetical protein
EOOEDEHK_00259	CDS	450				hypothetical protein
EOOEDEHK_00260	CDS	588	rpoE			putative DNA-directed RNA polymerase subunit delta
EOOEDEHK_00261	CDS	1608	pyrG	6.3.4.2	COG0504	CTP synthase
EOOEDEHK_00262	CDS	1632				hypothetical protein
EOOEDEHK_00263	CDS	4941				hypothetical protein
EOOEDEHK_00264	CDS	1197	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
EOOEDEHK_00265	CDS	528				hypothetical protein
EOOEDEHK_00266	CDS	357	glnR		COG0789	HTH-type transcriptional regulator GlnR
EOOEDEHK_00267	CDS	1347	glnA	6.3.1.2	COG0174	Glutamine synthetase
EOOEDEHK_00268	CDS	150				hypothetical protein
EOOEDEHK_00269	tRNA	73				tRNA-Val(tac)
EOOEDEHK_00270	tRNA	73				tRNA-Asp(gtc)
EOOEDEHK_00271	tRNA	73				tRNA-Lys(ttt)
EOOEDEHK_00272	tRNA	84				tRNA-Leu(tag)
EOOEDEHK_00273	tRNA	73				tRNA-Thr(tgt)
EOOEDEHK_00274	tRNA	72				tRNA-Gly(gcc)
EOOEDEHK_00275	tRNA	86				tRNA-Leu(taa)
EOOEDEHK_00276	tRNA	74				tRNA-Arg(acg)
EOOEDEHK_00277	tRNA	76				tRNA-Pro(tgg)
EOOEDEHK_00278	tRNA	76				tRNA-Met(cat)
EOOEDEHK_00279	tRNA	74				tRNA-Met(cat)
EOOEDEHK_00280	tRNA	90				tRNA-Ser(tga)
EOOEDEHK_00281	tRNA	74				tRNA-Met(cat)
EOOEDEHK_00282	tRNA	73				tRNA-Phe(gaa)
EOOEDEHK_00283	tRNA	71				tRNA-Gly(tcc)
EOOEDEHK_00284	tRNA	76				tRNA-Ile(gat)
EOOEDEHK_00285	tRNA	90				tRNA-Ser(gct)
EOOEDEHK_00286	CDS	936	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
EOOEDEHK_00287	CDS	861	rhaS			HTH-type transcriptional activator RhaS
EOOEDEHK_00288	CDS	2163	agaA_1	3.2.1.22		Alpha-galactosidase AgaA
EOOEDEHK_00289	CDS	1260	msmE		COG1653	Multiple sugar-binding protein
EOOEDEHK_00290	CDS	867	ngcF		COG1175	Diacetylchitobiose uptake system permease protein NgcF
EOOEDEHK_00291	CDS	834	ngcG		COG0395	Diacetylchitobiose uptake system permease protein NgcG
EOOEDEHK_00292	CDS	1443	gtfA	2.4.1.7	COG0366	Sucrose phosphorylase
EOOEDEHK_00293	CDS	1194				hypothetical protein
EOOEDEHK_00294	CDS	1980	amiA		COG4166	Oligopeptide-binding protein AmiA
EOOEDEHK_00295	CDS	1497				hypothetical protein
EOOEDEHK_00296	CDS	927	oppC		COG1173	Oligopeptide transport system permease protein OppC
EOOEDEHK_00297	CDS	1068	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
EOOEDEHK_00298	CDS	927	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
EOOEDEHK_00299	CDS	387				hypothetical protein
EOOEDEHK_00300	CDS	309				hypothetical protein
EOOEDEHK_00301	CDS	441				hypothetical protein
EOOEDEHK_00302	CDS	429				hypothetical protein
EOOEDEHK_00303	CDS	804	metN2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN 2
EOOEDEHK_00304	CDS	711	treR		COG2188	HTH-type transcriptional regulator TreR
EOOEDEHK_00305	CDS	1968				hypothetical protein
EOOEDEHK_00306	CDS	1626	treA	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
EOOEDEHK_00307	CDS	249				hypothetical protein
EOOEDEHK_00308	CDS	795	murI	5.1.1.3	COG0796	Glutamate racemase
EOOEDEHK_00309	CDS	972		3.6.1.66		dITP/XTP pyrophosphatase
EOOEDEHK_00310	CDS	522				hypothetical protein
EOOEDEHK_00311	CDS	462				hypothetical protein
EOOEDEHK_00312	CDS	735			COG0582	Tyrosine recombinase XerD-like protein
EOOEDEHK_00313	CDS	729	scpA			Segregation and condensation protein A
EOOEDEHK_00314	CDS	570	scpB			Segregation and condensation protein B
EOOEDEHK_00315	CDS	723	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
EOOEDEHK_00316	CDS	243			COG0759	Putative membrane protein insertion efficiency factor
EOOEDEHK_00317	CDS	966	yclQ		COG4607	Petrobactin-binding protein YclQ
EOOEDEHK_00318	CDS	753	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
EOOEDEHK_00319	CDS	957	yclO		COG4605	Petrobactin import system permease protein YclO
EOOEDEHK_00320	CDS	960	yclN		COG4606	Petrobactin import system permease protein YclN
EOOEDEHK_00321	CDS	702	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
EOOEDEHK_00322	CDS	1065	pepA_1	3.4.11.7	COG1363	Glutamyl aminopeptidase
EOOEDEHK_00323	CDS	297				hypothetical protein
EOOEDEHK_00324	CDS	444				hypothetical protein
EOOEDEHK_00325	CDS	765				hypothetical protein
EOOEDEHK_00326	CDS	729	opuBA		COG1125	Choline transport ATP-binding protein OpuBA
EOOEDEHK_00327	CDS	1521				hypothetical protein
EOOEDEHK_00328	CDS	807				hypothetical protein
EOOEDEHK_00329	CDS	537				hypothetical protein
EOOEDEHK_00330	CDS	891	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
EOOEDEHK_00331	CDS	354	adhR		COG0789	HTH-type transcriptional regulator AdhR
EOOEDEHK_00332	CDS	1038	adh_1	1.1.1.1	COG1063	Alcohol dehydrogenase
EOOEDEHK_00333	CDS	1008	melR		COG1609	HTH-type transcriptional repressor MelR
EOOEDEHK_00334	CDS	1179	galK_2	2.7.1.6	COG0153	Galactokinase
EOOEDEHK_00335	CDS	1482	galT_1	2.7.7.12		Galactose-1-phosphate uridylyltransferase
EOOEDEHK_00336	CDS	405	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
EOOEDEHK_00337	CDS	855	dpnM	2.1.1.72		Modification methylase DpnIIA
EOOEDEHK_00338	CDS	771	dpnA	2.1.1.72		Modification methylase DpnIIB
EOOEDEHK_00339	CDS	867	dpnB	3.1.21.4		Type-2 restriction enzyme DpnII
EOOEDEHK_00340	CDS	1263	pucK		COG2233	Uric acid permease PucK
EOOEDEHK_00341	CDS	582	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
EOOEDEHK_00342	CDS	252				hypothetical protein
EOOEDEHK_00343	CDS	828	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
EOOEDEHK_00344	CDS	156				hypothetical protein
EOOEDEHK_00345	CDS	270				hypothetical protein
EOOEDEHK_00346	CDS	378				hypothetical protein
EOOEDEHK_00347	CDS	1746	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
EOOEDEHK_00348	CDS	1752	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
