locus_tag	ftype	length_bp	gene	EC_number	COG	product
DJPNOOBJ_00257	CDS	612				hypothetical protein
DJPNOOBJ_00258	CDS	705				hypothetical protein
DJPNOOBJ_00259	CDS	1374	ftsA		COG0849	Cell division protein FtsA
DJPNOOBJ_00260	CDS	1260	ftsZ		COG0206	Cell division protein FtsZ
DJPNOOBJ_00261	CDS	672			COG0325	Pyridoxal phosphate homeostasis protein
DJPNOOBJ_00262	CDS	540	sepF		COG1799	Cell division protein SepF
DJPNOOBJ_00263	CDS	264				hypothetical protein
DJPNOOBJ_00264	CDS	786				hypothetical protein
DJPNOOBJ_00265	CDS	789	divIVA		COG3599	Cell division protein DivIVA
DJPNOOBJ_00266	CDS	2793	ileS	6.1.1.5		Isoleucine--tRNA ligase
DJPNOOBJ_00267	CDS	363				hypothetical protein
DJPNOOBJ_00268	CDS	189				hypothetical protein
DJPNOOBJ_00269	CDS	693	gpmA_2	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
DJPNOOBJ_00270	CDS	2388				hypothetical protein
DJPNOOBJ_00271	CDS	702			COG1136	putative ABC transporter ATP-binding protein
DJPNOOBJ_00272	CDS	2709				hypothetical protein
DJPNOOBJ_00273	CDS	492	tpx	1.11.1.15	COG2077	Thiol peroxidase
DJPNOOBJ_00274	CDS	930	psaA		COG0803	Manganese ABC transporter substrate-binding lipoprotein
DJPNOOBJ_00275	CDS	849	mntB			Manganese transport system membrane protein MntB
DJPNOOBJ_00276	CDS	723	scaC	7.2.2.5	COG1121	Manganese import ATP-binding protein ScaC
DJPNOOBJ_00277	CDS	1893	pepO	3.4.24.-	COG3590	Neutral endopeptidase
DJPNOOBJ_00278	CDS	630		3.-.-.-		putative metallo-hydrolase
DJPNOOBJ_00279	CDS	2223	relA			Bifunctional (p)ppGpp synthase/hydrolase RelA
DJPNOOBJ_00280	CDS	444	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
DJPNOOBJ_00281	CDS	108				hypothetical protein
DJPNOOBJ_00282	CDS	363				hypothetical protein
DJPNOOBJ_00283	CDS	300				hypothetical protein
DJPNOOBJ_00284	CDS	438				hypothetical protein
DJPNOOBJ_00285	CDS	552				hypothetical protein
DJPNOOBJ_00286	CDS	651	ideR		COG1321	Iron-dependent repressor IdeR
DJPNOOBJ_00287	CDS	843				hypothetical protein
DJPNOOBJ_00288	CDS	438	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
DJPNOOBJ_00289	CDS	303				hypothetical protein
DJPNOOBJ_00290	CDS	1074				hypothetical protein
DJPNOOBJ_00291	CDS	678	graR		COG0745	Response regulator protein GraR
DJPNOOBJ_00292	CDS	975	graS	2.7.13.3	COG0642	Sensor histidine kinase GraS
DJPNOOBJ_00293	CDS	1944	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
DJPNOOBJ_00294	CDS	141				hypothetical protein
DJPNOOBJ_00295	CDS	201				hypothetical protein
DJPNOOBJ_00296	CDS	630				hypothetical protein
DJPNOOBJ_00297	CDS	270	rpsO		COG0184	30S ribosomal protein S15
DJPNOOBJ_00298	CDS	615				hypothetical protein
DJPNOOBJ_00299	CDS	750	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
DJPNOOBJ_00300	CDS	2337	ctpE	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
DJPNOOBJ_00301	CDS	678	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
DJPNOOBJ_00302	CDS	798			COG0327	GTP cyclohydrolase 1 type 2 
DJPNOOBJ_00303	CDS	1104	thiO	1.4.3.19		Glycine oxidase
DJPNOOBJ_00304	CDS	1020	lnpD_1	5.1.3.2		UDP-glucose 4-epimerase
DJPNOOBJ_00305	CDS	984	csbB	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
DJPNOOBJ_00306	CDS	213				hypothetical protein
DJPNOOBJ_00307	CDS	477				hypothetical protein
DJPNOOBJ_00308	CDS	672	cmk	2.7.4.25	COG0283	Cytidylate kinase
DJPNOOBJ_00309	CDS	339				hypothetical protein
DJPNOOBJ_00310	CDS	630				hypothetical protein
DJPNOOBJ_00311	CDS	1152				hypothetical protein
DJPNOOBJ_00312	CDS	750	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
DJPNOOBJ_00313	CDS	774	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
DJPNOOBJ_00314	CDS	462	hmpT		COG4720	Thiamine precursor transporter HmpT
DJPNOOBJ_00315	CDS	213				IS3 family transposase ISSpn11
DJPNOOBJ_00316	CDS	168				hypothetical protein
DJPNOOBJ_00317	CDS	834				IS3 family transposase ISSpn11
DJPNOOBJ_00318	CDS	1083	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
DJPNOOBJ_00319	CDS	783	gatD	6.3.5.13	COG3442	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
DJPNOOBJ_00320	CDS	1344	murT	6.3.5.13	COG0769	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
DJPNOOBJ_00321	CDS	1317	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
DJPNOOBJ_00322	CDS	1227	yhjX			putative MFS-type transporter YhjX
DJPNOOBJ_00323	CDS	1575	cshA	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
DJPNOOBJ_00324	CDS	789	codY		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
DJPNOOBJ_00325	CDS	576				hypothetical protein
DJPNOOBJ_00326	tRNA	88				tRNA-Leu(aag)
DJPNOOBJ_00327	CDS	1131	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
DJPNOOBJ_00328	CDS	759	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
DJPNOOBJ_00329	CDS	513	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
DJPNOOBJ_00330	CDS	945	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
DJPNOOBJ_00331	CDS	678	dnaD		COG3935	DNA replication protein DnaD
DJPNOOBJ_00332	CDS	759	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
DJPNOOBJ_00333	CDS	1506				hypothetical protein
DJPNOOBJ_00334	CDS	519	dps	1.16.-.-	COG0783	DNA protection during starvation protein
DJPNOOBJ_00335	CDS	507	dhfR	1.5.1.3	COG0262	Dihydrofolate reductase
DJPNOOBJ_00336	CDS	171				hypothetical protein
DJPNOOBJ_00337	CDS	1233	clpX			ATP-dependent Clp protease ATP-binding subunit ClpX
DJPNOOBJ_00338	CDS	588	engB		COG0218	putative GTP-binding protein EngB
DJPNOOBJ_00339	CDS	381	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
