assembly,seed,clusterer,seqtype,combo,n_original_genes,n_genes_kept,n_genes_deleted,deleted_pct
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,cdhit,aa,cdhit/aa,4438,4438,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,diamond,aa,diamond/aa,4438,4438,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,connected_components_t0.1,nt,connected_components_t0.1/nt,4438,4999,-561,-12.640829202343399
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,connected_components_t0.2,nt,connected_components_t0.2/nt,4438,4999,-561,-12.640829202343399
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,connected_components_t0.3,nt,connected_components_t0.3/nt,4438,4999,-561,-12.640829202343399
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,connected_components_t0.4,nt,connected_components_t0.4/nt,4438,4999,-561,-12.640829202343399
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,connected_components_t0.5,nt,connected_components_t0.5/nt,4438,4999,-561,-12.640829202343399
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,connected_components_t0.6,nt,connected_components_t0.6/nt,4438,4999,-561,-12.640829202343399
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,connected_components_t0.7,nt,connected_components_t0.7/nt,4438,4999,-561,-12.640829202343399
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,hdbscan_dist,nt,hdbscan_dist/nt,4438,4999,-561,-12.640829202343399
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,hdbscan_tsne,nt,hdbscan_tsne/nt,4438,4999,-561,-12.640829202343399
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,hdbscan_umap,nt,hdbscan_umap/nt,4438,4999,-561,-12.640829202343399
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,ppanggolin,aa,ppanggolin/aa,4438,4438,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,panaroo,aa,panaroo/aa,4438,4438,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,embed_hdbscan_raw,aa,embed_hdbscan_raw/aa,4438,4999,-561,-12.640829202343399
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,embed_hdbscan_tsne,aa,embed_hdbscan_tsne/aa,4438,4999,-561,-12.640829202343399
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,embed_hdbscan_umap,aa,embed_hdbscan_umap/aa,4438,4999,-561,-12.640829202343399
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,mmseqs2,aa,mmseqs2/aa,4438,4438,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,panta,aa,panta/aa,4438,4402,36,0.811176205497972
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,connected_components_t0.1,aa,connected_components_t0.1/aa,4438,4999,-561,-12.640829202343399
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,connected_components_t0.2,aa,connected_components_t0.2/aa,4438,4999,-561,-12.640829202343399
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,connected_components_t0.3,aa,connected_components_t0.3/aa,4438,4999,-561,-12.640829202343399
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,connected_components_t0.4,aa,connected_components_t0.4/aa,4438,4999,-561,-12.640829202343399
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,connected_components_t0.5,aa,connected_components_t0.5/aa,4438,4999,-561,-12.640829202343399
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,connected_components_t0.6,aa,connected_components_t0.6/aa,4438,4999,-561,-12.640829202343399
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,connected_components_t0.7,aa,connected_components_t0.7/aa,4438,4999,-561,-12.640829202343399
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,hdbscan_dist,aa,hdbscan_dist/aa,4438,4999,-561,-12.640829202343399
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,hdbscan_tsne,aa,hdbscan_tsne/aa,4438,4999,-561,-12.640829202343399
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,hdbscan_umap,aa,hdbscan_umap/aa,4438,4999,-561,-12.640829202343399
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,cdhit,nt,cdhit/nt,4438,4438,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1274,mmseqs2,nt,mmseqs2/nt,4438,4438,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,panx,aa,panx/aa,5294,5255,39,0.7366830374008312
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,cdhit,aa,cdhit/aa,5294,5294,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,diamond,aa,diamond/aa,5294,5294,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,connected_components_t0.1,nt,connected_components_t0.1/nt,5294,6016,-722,-13.638080846241026
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,connected_components_t0.2,nt,connected_components_t0.2/nt,5294,6016,-722,-13.638080846241026
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,connected_components_t0.3,nt,connected_components_t0.3/nt,5294,6016,-722,-13.638080846241026
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,connected_components_t0.4,nt,connected_components_t0.4/nt,5294,6016,-722,-13.638080846241026
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,connected_components_t0.5,nt,connected_components_t0.5/nt,5294,6016,-722,-13.638080846241026
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,connected_components_t0.6,nt,connected_components_t0.6/nt,5294,6016,-722,-13.638080846241026
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,connected_components_t0.7,nt,connected_components_t0.7/nt,5294,6016,-722,-13.638080846241026
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,hdbscan_dist,nt,hdbscan_dist/nt,5294,6016,-722,-13.638080846241026
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,hdbscan_tsne,nt,hdbscan_tsne/nt,5294,6016,-722,-13.638080846241026
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,hdbscan_umap,nt,hdbscan_umap/nt,5294,6016,-722,-13.638080846241026
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,ppanggolin,aa,ppanggolin/aa,5294,5294,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,panaroo,aa,panaroo/aa,5294,5294,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,embed_hdbscan_raw,aa,embed_hdbscan_raw/aa,5294,6016,-722,-13.638080846241026
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,embed_hdbscan_tsne,aa,embed_hdbscan_tsne/aa,5294,6016,-722,-13.638080846241026
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,embed_hdbscan_umap,aa,embed_hdbscan_umap/aa,5294,6016,-722,-13.638080846241026
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,mmseqs2,aa,mmseqs2/aa,5294,5294,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,panta,aa,panta/aa,5294,5249,45,0.8500188893086513
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,connected_components_t0.1,aa,connected_components_t0.1/aa,5294,6016,-722,-13.638080846241026
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,connected_components_t0.2,aa,connected_components_t0.2/aa,5294,6016,-722,-13.638080846241026
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,connected_components_t0.3,aa,connected_components_t0.3/aa,5294,6016,-722,-13.638080846241026
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,connected_components_t0.4,aa,connected_components_t0.4/aa,5294,6016,-722,-13.638080846241026
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,connected_components_t0.5,aa,connected_components_t0.5/aa,5294,6016,-722,-13.638080846241026
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,connected_components_t0.6,aa,connected_components_t0.6/aa,5294,6016,-722,-13.638080846241026
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,connected_components_t0.7,aa,connected_components_t0.7/aa,5294,6016,-722,-13.638080846241026
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,hdbscan_dist,aa,hdbscan_dist/aa,5294,6016,-722,-13.638080846241026
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,hdbscan_tsne,aa,hdbscan_tsne/aa,5294,6016,-722,-13.638080846241026
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,hdbscan_umap,aa,hdbscan_umap/aa,5294,6016,-722,-13.638080846241026
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,cdhit,nt,cdhit/nt,5294,5294,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1681,mmseqs2,nt,mmseqs2/nt,5294,5294,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,panx,aa,panx/aa,5054,5029,25,0.4946576968737634
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,cdhit,aa,cdhit/aa,5054,5054,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,diamond,aa,diamond/aa,5054,5054,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,connected_components_t0.1,nt,connected_components_t0.1/nt,5054,5654,-600,-11.87178472497032
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,connected_components_t0.2,nt,connected_components_t0.2/nt,5054,5654,-600,-11.87178472497032
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,connected_components_t0.3,nt,connected_components_t0.3/nt,5054,5654,-600,-11.87178472497032
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,connected_components_t0.4,nt,connected_components_t0.4/nt,5054,5654,-600,-11.87178472497032
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,connected_components_t0.5,nt,connected_components_t0.5/nt,5054,5654,-600,-11.87178472497032
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,connected_components_t0.6,nt,connected_components_t0.6/nt,5054,5654,-600,-11.87178472497032
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,connected_components_t0.7,nt,connected_components_t0.7/nt,5054,5654,-600,-11.87178472497032
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,hdbscan_dist,nt,hdbscan_dist/nt,5054,5654,-600,-11.87178472497032
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,hdbscan_tsne,nt,hdbscan_tsne/nt,5054,5654,-600,-11.87178472497032
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,hdbscan_umap,nt,hdbscan_umap/nt,5054,5654,-600,-11.87178472497032
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,ppanggolin,aa,ppanggolin/aa,5054,5054,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,panaroo,aa,panaroo/aa,5054,5054,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,embed_hdbscan_raw,aa,embed_hdbscan_raw/aa,5054,5654,-600,-11.87178472497032
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,embed_hdbscan_tsne,aa,embed_hdbscan_tsne/aa,5054,5654,-600,-11.87178472497032
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,embed_hdbscan_umap,aa,embed_hdbscan_umap/aa,5054,5654,-600,-11.87178472497032
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,mmseqs2,aa,mmseqs2/aa,5054,5054,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,panta,aa,panta/aa,5054,5011,43,0.850811238622873
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,connected_components_t0.1,aa,connected_components_t0.1/aa,5054,5654,-600,-11.87178472497032
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,connected_components_t0.2,aa,connected_components_t0.2/aa,5054,5654,-600,-11.87178472497032
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,connected_components_t0.3,aa,connected_components_t0.3/aa,5054,5654,-600,-11.87178472497032
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,connected_components_t0.4,aa,connected_components_t0.4/aa,5054,5654,-600,-11.87178472497032
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,connected_components_t0.5,aa,connected_components_t0.5/aa,5054,5654,-600,-11.87178472497032
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,connected_components_t0.6,aa,connected_components_t0.6/aa,5054,5654,-600,-11.87178472497032
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,connected_components_t0.7,aa,connected_components_t0.7/aa,5054,5654,-600,-11.87178472497032
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,hdbscan_dist,aa,hdbscan_dist/aa,5054,5654,-600,-11.87178472497032
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,hdbscan_tsne,aa,hdbscan_tsne/aa,5054,5654,-600,-11.87178472497032
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,hdbscan_umap,aa,hdbscan_umap/aa,5054,5654,-600,-11.87178472497032
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,cdhit,nt,cdhit/nt,5054,5054,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,1894,mmseqs2,nt,mmseqs2/nt,5054,5054,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,panx,aa,panx/aa,5252,5194,58,1.1043412033511044
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,cdhit,aa,cdhit/aa,5252,5252,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,diamond,aa,diamond/aa,5252,5252,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,ppanggolin,aa,ppanggolin/aa,5252,5252,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,panaroo,aa,panaroo/aa,5252,5252,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,embed_hdbscan_raw,aa,embed_hdbscan_raw/aa,5252,6015,-763,-14.527798933739527
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,embed_hdbscan_tsne,aa,embed_hdbscan_tsne/aa,5252,6015,-763,-14.527798933739527
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,embed_hdbscan_umap,aa,embed_hdbscan_umap/aa,5252,6015,-763,-14.527798933739527
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,mmseqs2,aa,mmseqs2/aa,5252,5252,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,panta,aa,panta/aa,5252,5234,18,0.3427265803503427
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,connected_components_t0.1,aa,connected_components_t0.1/aa,5252,6015,-763,-14.527798933739527
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,connected_components_t0.2,aa,connected_components_t0.2/aa,5252,6015,-763,-14.527798933739527
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,connected_components_t0.3,aa,connected_components_t0.3/aa,5252,6015,-763,-14.527798933739527
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,connected_components_t0.4,aa,connected_components_t0.4/aa,5252,6015,-763,-14.527798933739527
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,connected_components_t0.5,aa,connected_components_t0.5/aa,5252,6015,-763,-14.527798933739527
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,connected_components_t0.6,aa,connected_components_t0.6/aa,5252,6015,-763,-14.527798933739527
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,connected_components_t0.7,aa,connected_components_t0.7/aa,5252,6015,-763,-14.527798933739527
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,hdbscan_dist,aa,hdbscan_dist/aa,5252,6015,-763,-14.527798933739527
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,hdbscan_tsne,aa,hdbscan_tsne/aa,5252,6015,-763,-14.527798933739527
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,hdbscan_umap,aa,hdbscan_umap/aa,5252,6015,-763,-14.527798933739527
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,cdhit,nt,cdhit/nt,5252,5252,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,5455,mmseqs2,nt,mmseqs2/nt,5252,5252,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,panx,aa,panx/aa,4485,4459,26,0.5797101449275363
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,cdhit,aa,cdhit/aa,4485,4485,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,diamond,aa,diamond/aa,4485,4485,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,connected_components_t0.1,nt,connected_components_t0.1/nt,4485,5406,-921,-20.535117056856187
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,connected_components_t0.2,nt,connected_components_t0.2/nt,4485,5406,-921,-20.535117056856187
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,connected_components_t0.3,nt,connected_components_t0.3/nt,4485,5406,-921,-20.535117056856187
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,connected_components_t0.4,nt,connected_components_t0.4/nt,4485,5406,-921,-20.535117056856187
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,connected_components_t0.5,nt,connected_components_t0.5/nt,4485,5406,-921,-20.535117056856187
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,connected_components_t0.6,nt,connected_components_t0.6/nt,4485,5406,-921,-20.535117056856187
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,connected_components_t0.7,nt,connected_components_t0.7/nt,4485,5406,-921,-20.535117056856187
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,hdbscan_dist,nt,hdbscan_dist/nt,4485,5406,-921,-20.535117056856187
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,hdbscan_tsne,nt,hdbscan_tsne/nt,4485,5406,-921,-20.535117056856187
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,hdbscan_umap,nt,hdbscan_umap/nt,4485,5406,-921,-20.535117056856187
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,ppanggolin,aa,ppanggolin/aa,4485,4485,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,panaroo,aa,panaroo/aa,4485,4485,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,embed_hdbscan_raw,aa,embed_hdbscan_raw/aa,4485,5406,-921,-20.535117056856187
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,embed_hdbscan_tsne,aa,embed_hdbscan_tsne/aa,4485,5406,-921,-20.535117056856187
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,embed_hdbscan_umap,aa,embed_hdbscan_umap/aa,4485,5406,-921,-20.535117056856187
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,mmseqs2,aa,mmseqs2/aa,4485,4485,0,0.0
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,panta,aa,panta/aa,4485,4454,31,0.6911928651059085
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,connected_components_t0.1,aa,connected_components_t0.1/aa,4485,5406,-921,-20.535117056856187
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,connected_components_t0.2,aa,connected_components_t0.2/aa,4485,5406,-921,-20.535117056856187
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,connected_components_t0.3,aa,connected_components_t0.3/aa,4485,5406,-921,-20.535117056856187
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,connected_components_t0.4,aa,connected_components_t0.4/aa,4485,5406,-921,-20.535117056856187
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,connected_components_t0.5,aa,connected_components_t0.5/aa,4485,5406,-921,-20.535117056856187
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,connected_components_t0.6,aa,connected_components_t0.6/aa,4485,5406,-921,-20.535117056856187
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,connected_components_t0.7,aa,connected_components_t0.7/aa,4485,5406,-921,-20.535117056856187
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,hdbscan_dist,aa,hdbscan_dist/aa,4485,5406,-921,-20.535117056856187
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,hdbscan_tsne,aa,hdbscan_tsne/aa,4485,5406,-921,-20.535117056856187
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,hdbscan_umap,aa,hdbscan_umap/aa,4485,5406,-921,-20.535117056856187
PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14,6032,cdhit,nt,cdhit/nt,4485,4485,0,0.0
