locus_tag	ftype	length_bp	gene	EC_number	COG	product
OEEDJJLJ_00097	CDS	321	licA_1		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
OEEDJJLJ_00098	CDS	981	sorC_1		COG2390	Sorbitol operon regulator
OEEDJJLJ_00099	CDS	747	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
OEEDJJLJ_00100	CDS	777	hpdA	1.97.1.-	COG1180	4-hydroxyphenylacetate decarboxylase activating enzyme
OEEDJJLJ_00101	CDS	198				hypothetical protein
OEEDJJLJ_00102	CDS	102				hypothetical protein
OEEDJJLJ_00103	CDS	195				hypothetical protein
OEEDJJLJ_00104	CDS	450				hypothetical protein
OEEDJJLJ_00105	CDS	129				hypothetical protein
OEEDJJLJ_00106	CDS	951	potA_1	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
OEEDJJLJ_00107	CDS	345				hypothetical protein
OEEDJJLJ_00108	CDS	1023				hypothetical protein
OEEDJJLJ_00109	CDS	351				hypothetical protein
OEEDJJLJ_00110	CDS	393	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
OEEDJJLJ_00111	CDS	1338				hypothetical protein
OEEDJJLJ_00112	CDS	267				hypothetical protein
OEEDJJLJ_00113	CDS	387	rplQ		COG0203	50S ribosomal protein L17
OEEDJJLJ_00114	CDS	936	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
OEEDJJLJ_00115	CDS	384	rpsK			30S ribosomal protein S11
OEEDJJLJ_00116	CDS	366	rpsM		COG0099	30S ribosomal protein S13
OEEDJJLJ_00117	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
OEEDJJLJ_00118	CDS	219	infA		COG0361	Translation initiation factor IF-1
OEEDJJLJ_00119	CDS	639	adk	2.7.4.3	COG0563	Adenylate kinase
OEEDJJLJ_00120	CDS	1311	secY_1			Protein translocase subunit SecY
OEEDJJLJ_00121	CDS	441	rplO			50S ribosomal protein L15
OEEDJJLJ_00122	CDS	183	rpmD		COG1841	50S ribosomal protein L30
OEEDJJLJ_00123	CDS	495	rpsE			30S ribosomal protein S5
OEEDJJLJ_00124	CDS	357	rplR		COG0256	50S ribosomal protein L18
OEEDJJLJ_00125	CDS	537	rplF		COG0097	50S ribosomal protein L6
OEEDJJLJ_00126	CDS	399	rpsH			30S ribosomal protein S8
OEEDJJLJ_00127	CDS	270	rpsN2		COG0199	Alternate 30S ribosomal protein S14
OEEDJJLJ_00128	CDS	543	rplE		COG0094	50S ribosomal protein L5
OEEDJJLJ_00129	CDS	306	rplX		COG0198	50S ribosomal protein L24
OEEDJJLJ_00130	CDS	369	rplN		COG0093	50S ribosomal protein L14
OEEDJJLJ_00131	CDS	261	rpsQ		COG0186	30S ribosomal protein S17
OEEDJJLJ_00132	CDS	207	rpmC		COG0255	50S ribosomal protein L29
OEEDJJLJ_00133	CDS	414	rplP		COG0197	50S ribosomal protein L16
OEEDJJLJ_00134	CDS	654	rpsC		COG0092	30S ribosomal protein S3
OEEDJJLJ_00135	CDS	345	rplV		COG0091	50S ribosomal protein L22
OEEDJJLJ_00136	CDS	282	rpsS		COG0185	30S ribosomal protein S19
OEEDJJLJ_00137	CDS	834	rplB		COG0090	50S ribosomal protein L2
OEEDJJLJ_00138	CDS	297	rplW			50S ribosomal protein L23
OEEDJJLJ_00139	CDS	624	rplD		COG0088	50S ribosomal protein L4
OEEDJJLJ_00140	CDS	627	rplC		COG0087	50S ribosomal protein L3
OEEDJJLJ_00141	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
OEEDJJLJ_00142	CDS	618	udk_1	2.7.1.48		Uridine kinase
OEEDJJLJ_00143	CDS	591				hypothetical protein
OEEDJJLJ_00144	CDS	507				hypothetical protein
OEEDJJLJ_00145	CDS	2208	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
OEEDJJLJ_00146	CDS	1539				hypothetical protein
OEEDJJLJ_00147	CDS	144				hypothetical protein
OEEDJJLJ_00148	CDS	1533	cls	2.7.8.-		Cardiolipin synthase
OEEDJJLJ_00149	CDS	456				hypothetical protein
OEEDJJLJ_00150	CDS	1251	fpgS_2	6.3.2.17		Folylpolyglutamate synthase
OEEDJJLJ_00151	CDS	306				hypothetical protein
OEEDJJLJ_00152	CDS	420	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
OEEDJJLJ_00153	CDS	267				hypothetical protein
OEEDJJLJ_00154	CDS	570				hypothetical protein
OEEDJJLJ_00155	CDS	399	spxA_1		COG1393	Regulatory protein Spx
OEEDJJLJ_00156	CDS	1062	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
OEEDJJLJ_00157	CDS	2832	uvrA			UvrABC system protein A
OEEDJJLJ_00158	CDS	945				hypothetical protein
OEEDJJLJ_00159	CDS	684				hypothetical protein
OEEDJJLJ_00160	CDS	1032	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
OEEDJJLJ_00161	CDS	678				hypothetical protein
OEEDJJLJ_00162	CDS	564	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
OEEDJJLJ_00163	CDS	594	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
OEEDJJLJ_00164	CDS	1101	ribD		COG0117	Riboflavin biosynthesis protein RibD
OEEDJJLJ_00165	CDS	636	ribE	2.5.1.9	COG0307	Riboflavin synthase
OEEDJJLJ_00166	CDS	1206	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
OEEDJJLJ_00167	CDS	468	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
OEEDJJLJ_00168	CDS	1950	mutL		COG0323	DNA mismatch repair protein MutL
OEEDJJLJ_00169	CDS	441			COG3279	putative HTH-type transcriptional regulator
OEEDJJLJ_00170	CDS	459				hypothetical protein
OEEDJJLJ_00171	CDS	1263				hypothetical protein
OEEDJJLJ_00172	CDS	471			COG1780	Putative NrdI-like protein
OEEDJJLJ_00173	CDS	534				hypothetical protein
OEEDJJLJ_00174	CDS	1287	cheB	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
OEEDJJLJ_00175	CDS	1683				hypothetical protein
OEEDJJLJ_00176	CDS	615				hypothetical protein
OEEDJJLJ_00177	CDS	570				hypothetical protein
OEEDJJLJ_00178	CDS	693	metP		COG2011	Methionine import system permease protein MetP
OEEDJJLJ_00179	CDS	1062	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
OEEDJJLJ_00180	CDS	1374	dapE	3.5.1.18		Succinyl-diaminopimelate desuccinylase
OEEDJJLJ_00181	CDS	855	metQ		COG1464	D-methionine-binding lipoprotein MetQ
OEEDJJLJ_00182	CDS	831	tcyA		COG0834	L-cystine-binding protein TcyA
OEEDJJLJ_00183	CDS	210				hypothetical protein
OEEDJJLJ_00184	CDS	657				hypothetical protein
OEEDJJLJ_00185	CDS	1227				hypothetical protein
OEEDJJLJ_00186	CDS	666				hypothetical protein
OEEDJJLJ_00187	CDS	201				hypothetical protein
OEEDJJLJ_00188	CDS	864				hypothetical protein
OEEDJJLJ_00189	CDS	1173	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
OEEDJJLJ_00190	CDS	750	btrD	3.5.1.112		2'-N-acetylparomamine deacetylase
OEEDJJLJ_00191	CDS	411				hypothetical protein
OEEDJJLJ_00192	CDS	255				hypothetical protein
OEEDJJLJ_00193	CDS	1617	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
OEEDJJLJ_00194	CDS	954				hypothetical protein
OEEDJJLJ_00195	CDS	525	bshA	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
OEEDJJLJ_00196	CDS	555				hypothetical protein
OEEDJJLJ_00197	CDS	930				hypothetical protein
OEEDJJLJ_00198	CDS	387				ISL3 family transposase ISSth1
OEEDJJLJ_00199	CDS	1011	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
OEEDJJLJ_00200	CDS	438				hypothetical protein
OEEDJJLJ_00201	CDS	684	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
OEEDJJLJ_00202	CDS	186				hypothetical protein
OEEDJJLJ_00203	CDS	153				hypothetical protein
OEEDJJLJ_00204	CDS	108				hypothetical protein
OEEDJJLJ_00205	CDS	234				hypothetical protein
OEEDJJLJ_00206	CDS	1680	rnj1	3.1.-.-		Ribonuclease J 1
OEEDJJLJ_00207	CDS	1914	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
OEEDJJLJ_00208	CDS	456				hypothetical protein
OEEDJJLJ_00209	CDS	1122	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
OEEDJJLJ_00210	CDS	303	lytA_1	3.5.1.28		Autolysin
OEEDJJLJ_00211	CDS	228				hypothetical protein
OEEDJJLJ_00212	CDS	2946	nanA_1	3.2.1.18	COG4409	Sialidase A
OEEDJJLJ_00213	CDS	96				hypothetical protein
OEEDJJLJ_00214	CDS	453				hypothetical protein
OEEDJJLJ_00215	CDS	1338				hypothetical protein
OEEDJJLJ_00216	CDS	885	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
OEEDJJLJ_00217	CDS	834	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
OEEDJJLJ_00218	CDS	2094	nanB	3.2.1.18	COG4409	Sialidase B
OEEDJJLJ_00219	CDS	1104	yjhC	1.-.-.-	COG0673	putative oxidoreductase YjhC
OEEDJJLJ_00220	CDS	699	nanE_1	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
OEEDJJLJ_00221	CDS	1518	ptsG_1	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
OEEDJJLJ_00222	CDS	1329				hypothetical protein
OEEDJJLJ_00223	CDS	888	lacF_1			Lactose transport system permease protein LacF
OEEDJJLJ_00224	CDS	840	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
OEEDJJLJ_00225	CDS	453	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
OEEDJJLJ_00226	CDS	333				hypothetical protein
OEEDJJLJ_00227	CDS	645				hypothetical protein
OEEDJJLJ_00228	CDS	918	nanA_2	4.1.3.3	COG0329	N-acetylneuraminate lyase
OEEDJJLJ_00229	CDS	885	bglK_1	2.7.1.85	COG1940	Beta-glucoside kinase
OEEDJJLJ_00230	CDS	852	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
OEEDJJLJ_00231	CDS	2043	penA		COG0768	Penicillin-binding protein 2B
OEEDJJLJ_00232	CDS	597	recR		COG0353	Recombination protein RecR
OEEDJJLJ_00233	CDS	1044	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
OEEDJJLJ_00234	CDS	1374	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
OEEDJJLJ_00235	CDS	612				hypothetical protein
OEEDJJLJ_00236	CDS	705				hypothetical protein
OEEDJJLJ_00237	CDS	1374	ftsA		COG0849	Cell division protein FtsA
OEEDJJLJ_00238	CDS	1260	ftsZ		COG0206	Cell division protein FtsZ
OEEDJJLJ_00239	CDS	672			COG0325	Pyridoxal phosphate homeostasis protein
OEEDJJLJ_00240	CDS	540	sepF		COG1799	Cell division protein SepF
OEEDJJLJ_00241	CDS	264				hypothetical protein
OEEDJJLJ_00242	CDS	786				hypothetical protein
OEEDJJLJ_00243	CDS	789	divIVA		COG3599	Cell division protein DivIVA
OEEDJJLJ_00244	CDS	2793	ileS	6.1.1.5		Isoleucine--tRNA ligase
OEEDJJLJ_00245	CDS	363				hypothetical protein
OEEDJJLJ_00246	CDS	189				hypothetical protein
OEEDJJLJ_00247	CDS	693	gpmA_2	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
OEEDJJLJ_00248	CDS	2388				hypothetical protein
OEEDJJLJ_00249	CDS	702			COG1136	putative ABC transporter ATP-binding protein
OEEDJJLJ_00250	CDS	2709				hypothetical protein
OEEDJJLJ_00251	CDS	492	tpx	1.11.1.15	COG2077	Thiol peroxidase
OEEDJJLJ_00252	CDS	930	psaA		COG0803	Manganese ABC transporter substrate-binding lipoprotein
OEEDJJLJ_00253	CDS	849	mntB			Manganese transport system membrane protein MntB
OEEDJJLJ_00254	CDS	723	scaC	7.2.2.5	COG1121	Manganese import ATP-binding protein ScaC
OEEDJJLJ_00255	CDS	1893	pepO	3.4.24.-	COG3590	Neutral endopeptidase
OEEDJJLJ_00256	CDS	630		3.-.-.-		putative metallo-hydrolase
OEEDJJLJ_00257	CDS	2223	relA			Bifunctional (p)ppGpp synthase/hydrolase RelA
OEEDJJLJ_00258	CDS	444	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
OEEDJJLJ_00259	CDS	108				hypothetical protein
OEEDJJLJ_00260	CDS	363				hypothetical protein
OEEDJJLJ_00261	CDS	300				hypothetical protein
OEEDJJLJ_00262	CDS	438				hypothetical protein
OEEDJJLJ_00263	CDS	552				hypothetical protein
OEEDJJLJ_00264	CDS	651	ideR		COG1321	Iron-dependent repressor IdeR
OEEDJJLJ_00265	CDS	843				hypothetical protein
OEEDJJLJ_00266	CDS	438	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
OEEDJJLJ_00267	CDS	303				hypothetical protein
OEEDJJLJ_00268	CDS	1074				hypothetical protein
OEEDJJLJ_00269	CDS	678	graR		COG0745	Response regulator protein GraR
OEEDJJLJ_00270	CDS	975	graS	2.7.13.3	COG0642	Sensor histidine kinase GraS
OEEDJJLJ_00271	CDS	1944	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
OEEDJJLJ_00272	CDS	141				hypothetical protein
OEEDJJLJ_00273	CDS	201				hypothetical protein
OEEDJJLJ_00274	CDS	630				hypothetical protein
OEEDJJLJ_00275	CDS	270	rpsO		COG0184	30S ribosomal protein S15
OEEDJJLJ_00276	CDS	615				hypothetical protein
OEEDJJLJ_00277	CDS	750	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
OEEDJJLJ_00278	CDS	2337	ctpE	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
OEEDJJLJ_00279	CDS	678	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
OEEDJJLJ_00280	CDS	798			COG0327	GTP cyclohydrolase 1 type 2 
OEEDJJLJ_00281	CDS	1104	thiO	1.4.3.19		Glycine oxidase
OEEDJJLJ_00282	CDS	1020	lnpD_1	5.1.3.2		UDP-glucose 4-epimerase
OEEDJJLJ_00283	CDS	984	csbB	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
OEEDJJLJ_00284	CDS	213				hypothetical protein
OEEDJJLJ_00285	CDS	477				hypothetical protein
OEEDJJLJ_00286	CDS	672	cmk	2.7.4.25	COG0283	Cytidylate kinase
OEEDJJLJ_00287	CDS	339				hypothetical protein
OEEDJJLJ_00288	CDS	630				hypothetical protein
OEEDJJLJ_00289	CDS	1152				hypothetical protein
OEEDJJLJ_00290	CDS	750	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
OEEDJJLJ_00291	CDS	774	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
OEEDJJLJ_00292	CDS	462	hmpT		COG4720	Thiamine precursor transporter HmpT
OEEDJJLJ_00293	CDS	213				IS3 family transposase ISSpn11
OEEDJJLJ_00294	CDS	168				hypothetical protein
OEEDJJLJ_00295	CDS	834				IS3 family transposase ISSpn11
OEEDJJLJ_00296	CDS	1083	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
OEEDJJLJ_00297	CDS	783	gatD	6.3.5.13	COG3442	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
OEEDJJLJ_00298	CDS	1344	murT	6.3.5.13	COG0769	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
OEEDJJLJ_00299	CDS	1317	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
OEEDJJLJ_00300	CDS	1227	yhjX			putative MFS-type transporter YhjX
OEEDJJLJ_00301	CDS	1575	cshA	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
OEEDJJLJ_00302	CDS	789	codY		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
OEEDJJLJ_00303	CDS	576				hypothetical protein
OEEDJJLJ_00304	tRNA	88				tRNA-Leu(aag)
OEEDJJLJ_00305	CDS	1131	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
OEEDJJLJ_00306	CDS	759	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
OEEDJJLJ_00307	CDS	513	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
OEEDJJLJ_00308	CDS	945	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
OEEDJJLJ_00309	CDS	678	dnaD		COG3935	DNA replication protein DnaD
OEEDJJLJ_00310	CDS	759	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
OEEDJJLJ_00311	CDS	1506				hypothetical protein
OEEDJJLJ_00312	CDS	519	dps	1.16.-.-	COG0783	DNA protection during starvation protein
OEEDJJLJ_00313	CDS	507	dhfR	1.5.1.3	COG0262	Dihydrofolate reductase
OEEDJJLJ_00314	CDS	171				hypothetical protein
OEEDJJLJ_00315	CDS	1233	clpX			ATP-dependent Clp protease ATP-binding subunit ClpX
OEEDJJLJ_00316	CDS	588	engB		COG0218	putative GTP-binding protein EngB
OEEDJJLJ_00317	CDS	381	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
OEEDJJLJ_00318	CDS	891	yvcJ		COG1660	Nucleotide-binding protein YvcJ
OEEDJJLJ_00319	CDS	978			COG0391	Putative gluconeogenesis factor
OEEDJJLJ_00320	CDS	912	whiA		COG1481	putative cell division protein WhiA
OEEDJJLJ_00321	CDS	966	yumC	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
OEEDJJLJ_00322	CDS	858	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
OEEDJJLJ_00323	CDS	780				hypothetical protein
OEEDJJLJ_00324	CDS	1353	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
OEEDJJLJ_00325	CDS	375				hypothetical protein
OEEDJJLJ_00326	CDS	849			COG1307	DegV domain-containing protein
OEEDJJLJ_00327	CDS	768	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
OEEDJJLJ_00328	CDS	1185	cca	2.7.7.72		CCA-adding enzyme
OEEDJJLJ_00329	CDS	1872	ettA_1		COG0488	Energy-dependent translational throttle protein EttA
OEEDJJLJ_00330	CDS	1185	fieF			Ferrous-iron efflux pump FieF
OEEDJJLJ_00331	CDS	2697		7.2.2.10		Calcium-transporting ATPase 1
OEEDJJLJ_00332	CDS	792	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
OEEDJJLJ_00333	CDS	411	def_1	3.5.1.88	COG0242	Peptide deformylase
OEEDJJLJ_00334	CDS	1596				hypothetical protein
OEEDJJLJ_00335	CDS	165				hypothetical protein
OEEDJJLJ_00336	CDS	729	yaaA		COG3022	Peroxide stress resistance protein YaaA
OEEDJJLJ_00337	CDS	1485				Putative trans-acting regulator
OEEDJJLJ_00338	CDS	6753				hypothetical protein
OEEDJJLJ_00339	CDS	549				hypothetical protein
OEEDJJLJ_00340	CDS	432				hypothetical protein
OEEDJJLJ_00341	CDS	1188	aspB	2.6.1.14	COG0436	Asparagine--oxo-acid transaminase
OEEDJJLJ_00342	CDS	225				hypothetical protein
