locus_tag	ftype	length_bp	gene	EC_number	COG	product
LKIKIDCD_00124	CDS	417				hypothetical protein
LKIKIDCD_00125	CDS	999	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
LKIKIDCD_00126	CDS	573				hypothetical protein
LKIKIDCD_00127	CDS	759	uppS	2.5.1.-	COG0020	Isoprenyl transferase
LKIKIDCD_00128	CDS	804				hypothetical protein
LKIKIDCD_00129	CDS	1260		3.4.24.-		Putative zinc metalloprotease
LKIKIDCD_00130	CDS	1854	proS	6.1.1.15	COG0442	Proline--tRNA ligase
LKIKIDCD_00131	CDS	1380	gmuD_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
LKIKIDCD_00132	CDS	1809	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
LKIKIDCD_00133	CDS	1050	luxA	1.14.14.3		Alkanal monooxygenase alpha chain
LKIKIDCD_00134	CDS	3843	glgX_1	3.2.1.196		Glycogen debranching enzyme
LKIKIDCD_00135	CDS	414	rpsL		COG0048	30S ribosomal protein S12
LKIKIDCD_00136	CDS	471	rpsG		COG0049	30S ribosomal protein S7
LKIKIDCD_00137	CDS	2082	fus			Elongation factor G
LKIKIDCD_00138	CDS	4392	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
LKIKIDCD_00139	CDS	264				hypothetical protein
LKIKIDCD_00140	CDS	279	yafQ	3.1.-.-		mRNA interferase toxin YafQ
LKIKIDCD_00141	CDS	153				hypothetical protein
LKIKIDCD_00142	CDS	1242	pepS	3.4.11.-	COG2309	Aminopeptidase PepS
LKIKIDCD_00143	CDS	231				hypothetical protein
LKIKIDCD_00144	CDS	2451				hypothetical protein
LKIKIDCD_00145	CDS	1725	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
LKIKIDCD_00146	CDS	264	ptsH		COG1925	Phosphocarrier protein HPr
LKIKIDCD_00147	CDS	219	nrdH		COG0695	Glutaredoxin-like protein NrdH
LKIKIDCD_00148	CDS	2160	nrdE2	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha 2
LKIKIDCD_00149	CDS	963	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
LKIKIDCD_00150	CDS	762	lacR_1			Lactose phosphotransferase system repressor
LKIKIDCD_00151	CDS	1407	lacG_1	3.2.1.85		6-phospho-beta-galactosidase
LKIKIDCD_00152	CDS	1692	lacE_1			PTS system lactose-specific EIICB component
LKIKIDCD_00153	CDS	318	lacF_1			PTS system lactose-specific EIIA component
LKIKIDCD_00154	CDS	837	licT_1		COG3711	Transcription antiterminator LicT
LKIKIDCD_00155	CDS	981	lacD	4.1.2.40		Tagatose 1,6-diphosphate aldolase
LKIKIDCD_00156	CDS	930	lacC_1	2.7.1.144		Tagatose-6-phosphate kinase
LKIKIDCD_00157	CDS	516	lacB	5.3.1.26		Galactose-6-phosphate isomerase subunit LacB
LKIKIDCD_00158	CDS	426	lacA	5.3.1.26		Galactose-6-phosphate isomerase subunit LacA
LKIKIDCD_00159	CDS	345	lacX			Protein LacX, plasmid
LKIKIDCD_00160	CDS	345			COG3039	IS5 family transposase ISSpn7
LKIKIDCD_00161	CDS	261			COG3039	IS5 family transposase ISSpn7
LKIKIDCD_00162	CDS	303				hypothetical protein
LKIKIDCD_00163	CDS	387				hypothetical protein
LKIKIDCD_00164	CDS	333				hypothetical protein
LKIKIDCD_00165	CDS	1824	lepA	3.6.5.-		Elongation factor 4
LKIKIDCD_00166	CDS	729	apaH_1	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
LKIKIDCD_00167	CDS	1668	recN		COG0497	DNA repair protein RecN
LKIKIDCD_00168	CDS	432	argR_1		COG1438	Arginine repressor
LKIKIDCD_00169	CDS	816	tlyA		COG1189	Hemolysin A
LKIKIDCD_00170	CDS	876		2.5.1.10		Farnesyl diphosphate synthase
LKIKIDCD_00171	CDS	213	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
LKIKIDCD_00172	CDS	1341	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
LKIKIDCD_00173	CDS	639	udk_2	2.7.1.48	COG0572	Uridine kinase
LKIKIDCD_00174	CDS	303				hypothetical protein
LKIKIDCD_00175	CDS	96				hypothetical protein
LKIKIDCD_00176	CDS	879	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
LKIKIDCD_00177	CDS	3186				hypothetical protein
LKIKIDCD_00178	CDS	1275				hypothetical protein
LKIKIDCD_00179	CDS	1116		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
LKIKIDCD_00180	CDS	123	metY	2.5.1.-		O-acetyl-L-homoserine sulfhydrylase
LKIKIDCD_00181	CDS	798				hypothetical protein
LKIKIDCD_00182	CDS	744	strA	3.4.22.-	COG3764	Sortase A
LKIKIDCD_00183	CDS	2469	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
LKIKIDCD_00184	CDS	987	ldh	1.1.1.27	COG0039	L-lactate dehydrogenase
LKIKIDCD_00185	CDS	744				hypothetical protein
LKIKIDCD_00186	CDS	264				hypothetical protein
LKIKIDCD_00187	CDS	243				hypothetical protein
LKIKIDCD_00188	CDS	810	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
LKIKIDCD_00189	CDS	1350	walK	2.7.13.3		Sensor histidine kinase WalK
LKIKIDCD_00190	CDS	705	walR		COG0745	Transcriptional regulatory protein WalR
LKIKIDCD_00191	CDS	1176	mutY	3.2.2.31		Adenine DNA glycosylase
LKIKIDCD_00192	CDS	1671	fhs1	6.3.4.3		Formate--tetrahydrofolate ligase 1
LKIKIDCD_00193	CDS	690	coaBC_1		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
LKIKIDCD_00194	CDS	552	coaBC_2		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
LKIKIDCD_00195	CDS	564	panT		COG4684	Pantothenic acid transporter PanT
LKIKIDCD_00196	CDS	528	niaX			Niacin transporter NiaX
LKIKIDCD_00197	CDS	516	niaR		COG1827	putative transcription repressor NiaR
LKIKIDCD_00198	CDS	468	nudC	3.6.1.22		NADH pyrophosphatase
LKIKIDCD_00199	CDS	489	mshD_1	2.3.1.189		Mycothiol acetyltransferase
LKIKIDCD_00200	CDS	564				hypothetical protein
LKIKIDCD_00201	CDS	1989	uvrB			UvrABC system protein B
LKIKIDCD_00202	CDS	954				hypothetical protein
LKIKIDCD_00203	CDS	2166	mltF	4.2.2.-		Membrane-bound lytic murein transglycosylase F
LKIKIDCD_00204	CDS	741	artM_1		COG1126	Arginine transport ATP-binding protein ArtM
LKIKIDCD_00205	CDS	1488	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
LKIKIDCD_00206	CDS	1278	ftsY			Signal recognition particle receptor FtsY
LKIKIDCD_00207	CDS	819	yidA_1	3.1.3.23	COG0561	Sugar phosphatase YidA
LKIKIDCD_00208	CDS	795	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
LKIKIDCD_00209	CDS	3540	smc_2		COG1196	Chromosome partition protein Smc
LKIKIDCD_00210	CDS	699	rnc	3.1.26.3	COG0571	Ribonuclease 3
LKIKIDCD_00211	tRNA	74				tRNA-Arg(ccg)
LKIKIDCD_00212	CDS	987	guaC	1.7.1.7	COG0516	GMP reductase
LKIKIDCD_00213	CDS	1227				hypothetical protein
LKIKIDCD_00214	CDS	1932				hypothetical protein
LKIKIDCD_00215	CDS	171				hypothetical protein
LKIKIDCD_00216	CDS	360	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
LKIKIDCD_00217	CDS	270				hypothetical protein
LKIKIDCD_00218	CDS	768	leuB_1	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
LKIKIDCD_00219	CDS	156	leuB_2	1.1.1.85		3-isopropylmalate dehydrogenase
LKIKIDCD_00220	CDS	1095	leuA	2.3.3.13		2-isopropylmalate synthase
LKIKIDCD_00221	CDS	657				hypothetical protein
LKIKIDCD_00222	CDS	633	cutC_2		COG3142	Copper homeostasis protein CutC
LKIKIDCD_00223	CDS	360	ybaN		COG2832	Inner membrane protein YbaN
LKIKIDCD_00224	CDS	2088	topA	5.6.2.1		DNA topoisomerase 1
LKIKIDCD_00225	CDS	1044				hypothetical protein
LKIKIDCD_00226	CDS	849	dprA		COG0758	DNA processing protein DprA
LKIKIDCD_00227	CDS	690	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
LKIKIDCD_00228	CDS	879				hypothetical protein
LKIKIDCD_00229	CDS	870	thiK	2.7.1.89		Thiamine kinase
LKIKIDCD_00230	CDS	1023	tarJ	1.1.1.405	COG1063	Ribulose-5-phosphate reductase
LKIKIDCD_00231	CDS	708	tarI	2.7.7.40	COG1211	Ribitol-5-phosphate cytidylyltransferase
LKIKIDCD_00232	CDS	1488				hypothetical protein
LKIKIDCD_00233	CDS	804				hypothetical protein
LKIKIDCD_00234	CDS	810				hypothetical protein
LKIKIDCD_00235	CDS	3177	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
LKIKIDCD_00236	CDS	1080	carA	6.3.5.5		Carbamoyl-phosphate synthase small chain
LKIKIDCD_00237	CDS	924	pyrB	2.1.3.2		Aspartate carbamoyltransferase
LKIKIDCD_00238	CDS	522	pyrR		COG2065	Bifunctional protein PyrR
LKIKIDCD_00239	CDS	630	pdg			Ultraviolet N-glycosylase/AP lyase
LKIKIDCD_00240	CDS	543				hypothetical protein
LKIKIDCD_00241	CDS	141				hypothetical protein
LKIKIDCD_00242	CDS	1560	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
LKIKIDCD_00243	CDS	900	htpX	3.4.24.-	COG0501	Protease HtpX 
LKIKIDCD_00244	CDS	561	lemA		COG1704	Protein LemA
LKIKIDCD_00245	CDS	714	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
LKIKIDCD_00246	CDS	1284	pyrP			Uracil permease
LKIKIDCD_00247	CDS	1572	ffh		COG0541	Signal recognition particle protein
LKIKIDCD_00248	CDS	333				hypothetical protein
LKIKIDCD_00249	CDS	378				hypothetical protein
LKIKIDCD_00250	CDS	1305				hypothetical protein
LKIKIDCD_00251	CDS	807		3.1.3.-		Putative phosphatase
LKIKIDCD_00252	tRNA	72				tRNA-Arg(cct)
LKIKIDCD_00253	CDS	348	rplS		COG0335	50S ribosomal protein L19
LKIKIDCD_00254	CDS	330	crcB_1		COG0239	Putative fluoride ion transporter CrcB
LKIKIDCD_00255	CDS	375	crcB_2			Putative fluoride ion transporter CrcB
LKIKIDCD_00256	CDS	267				hypothetical protein
LKIKIDCD_00257	CDS	444				Flavodoxin
LKIKIDCD_00258	CDS	936	nrnA	3.1.-.-	COG0618	putative bifunctional oligoribonuclease and PAP phosphatase NrnA
LKIKIDCD_00259	CDS	243	rpmE2		COG0254	50S ribosomal protein L31 type B
LKIKIDCD_00260	CDS	219				hypothetical protein
LKIKIDCD_00261	CDS	1083	yfmL	3.6.4.13	COG0513	putative ATP-dependent RNA helicase YfmL
LKIKIDCD_00262	CDS	978	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
LKIKIDCD_00263	CDS	231				hypothetical protein
LKIKIDCD_00264	CDS	1443	pgdA	3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
LKIKIDCD_00265	CDS	843	yvgN	1.1.1.-	COG0656	Glyoxal reductase
LKIKIDCD_00266	CDS	762				hypothetical protein
LKIKIDCD_00267	CDS	918	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
LKIKIDCD_00268	CDS	2037	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
LKIKIDCD_00269	CDS	258				hypothetical protein
LKIKIDCD_00270	CDS	1245				hypothetical protein
LKIKIDCD_00271	CDS	606	urdA	1.3.99.33		Urocanate reductase
LKIKIDCD_00272	CDS	924	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
LKIKIDCD_00273	CDS	1380		1.6.99.3		putative NADH oxidase
LKIKIDCD_00274	CDS	876	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
LKIKIDCD_00275	CDS	582	pdxT	4.3.3.6		Pyridoxal 5'-phosphate synthase subunit PdxT
LKIKIDCD_00276	CDS	648				hypothetical protein
LKIKIDCD_00277	CDS	447				hypothetical protein
LKIKIDCD_00278	CDS	495				hypothetical protein
LKIKIDCD_00279	CDS	513	ogt	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
LKIKIDCD_00280	CDS	357	mgsR		COG1393	Regulatory protein MgsR
LKIKIDCD_00281	CDS	801	yxeN			putative amino-acid permease protein YxeN
LKIKIDCD_00282	CDS	744	tcyC	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
LKIKIDCD_00283	CDS	225				hypothetical protein
LKIKIDCD_00284	CDS	912	trxB	1.8.1.9	COG0492	Thioredoxin reductase
LKIKIDCD_00285	CDS	729		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
LKIKIDCD_00286	CDS	612	def_1	3.5.1.88	COG0242	Peptide deformylase
LKIKIDCD_00287	CDS	717	capA			Capsule biosynthesis protein CapA
LKIKIDCD_00288	CDS	255				hypothetical protein
LKIKIDCD_00289	CDS	828	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
LKIKIDCD_00290	CDS	636				hypothetical protein
LKIKIDCD_00291	CDS	726				hypothetical protein
LKIKIDCD_00292	CDS	936	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
LKIKIDCD_00293	CDS	897	yicL_1		COG0697	putative inner membrane transporter YicL
LKIKIDCD_00294	CDS	699	nagR		COG2188	HTH-type transcriptional repressor NagR
LKIKIDCD_00295	CDS	1563	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
LKIKIDCD_00296	CDS	1191				hypothetical protein
LKIKIDCD_00297	CDS	189				hypothetical protein
LKIKIDCD_00298	CDS	183				hypothetical protein
LKIKIDCD_00299	CDS	1287				hypothetical protein
LKIKIDCD_00300	CDS	312				hypothetical protein
LKIKIDCD_00301	CDS	726				hypothetical protein
LKIKIDCD_00302	CDS	375				hypothetical protein
LKIKIDCD_00303	CDS	342				hypothetical protein
LKIKIDCD_00304	CDS	729				hypothetical protein
LKIKIDCD_00305	CDS	210				hypothetical protein
LKIKIDCD_00306	CDS	489				hypothetical protein
LKIKIDCD_00307	CDS	1461	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
LKIKIDCD_00308	CDS	825	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
LKIKIDCD_00309	CDS	552				hypothetical protein
LKIKIDCD_00310	CDS	102				hypothetical protein
LKIKIDCD_00311	CDS	390				hypothetical protein
LKIKIDCD_00312	CDS	1029	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
LKIKIDCD_00313	CDS	708	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
LKIKIDCD_00314	CDS	177	rpsU		COG0828	30S ribosomal protein S21
LKIKIDCD_00315	CDS	936	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
LKIKIDCD_00316	CDS	789	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
LKIKIDCD_00317	CDS	384				hypothetical protein
LKIKIDCD_00318	CDS	390				hypothetical protein
LKIKIDCD_00319	CDS	1131	hemW		COG0635	Heme chaperone HemW
LKIKIDCD_00320	CDS	738				hypothetical protein
LKIKIDCD_00321	CDS	774	yutF	3.1.3.-	COG0647	Acid sugar phosphatase
LKIKIDCD_00322	CDS	618				hypothetical protein
LKIKIDCD_00323	CDS	402	spxA_2		COG1393	Regulatory protein Spx
LKIKIDCD_00324	CDS	279				hypothetical protein
LKIKIDCD_00325	CDS	774	suhB	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
LKIKIDCD_00326	CDS	1305	rsmF	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
LKIKIDCD_00327	CDS	114				hypothetical protein
LKIKIDCD_00328	CDS	879	pstS1		COG0226	Phosphate-binding protein PstS 1
LKIKIDCD_00329	CDS	918	pstC		COG0573	Phosphate transport system permease protein PstC
LKIKIDCD_00330	CDS	885				hypothetical protein
LKIKIDCD_00331	CDS	804	pstB3_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
LKIKIDCD_00332	CDS	759	pstB3_2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
LKIKIDCD_00333	CDS	654	phoU_1		COG0704	Phosphate-specific transport system accessory protein PhoU 
LKIKIDCD_00334	CDS	816	glnH_1		COG0834	Glutamine-binding periplasmic protein
LKIKIDCD_00335	CDS	1272	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
LKIKIDCD_00336	CDS	672	aldC	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
LKIKIDCD_00337	CDS	192				hypothetical protein
LKIKIDCD_00338	CDS	510				hypothetical protein
LKIKIDCD_00339	CDS	951	murB	1.3.1.98		UDP-N-acetylenolpyruvoylglucosamine reductase
LKIKIDCD_00340	CDS	1158	potA_1	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
LKIKIDCD_00341	CDS	807	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
LKIKIDCD_00342	CDS	774	ydcV			Inner membrane ABC transporter permease protein YdcV
LKIKIDCD_00343	CDS	1071	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
LKIKIDCD_00344	CDS	486				hypothetical protein
LKIKIDCD_00345	CDS	2619	alaS	6.1.1.7		Alanine--tRNA ligase
LKIKIDCD_00346	CDS	1455	amyS	3.2.1.1		Alpha-amylase
LKIKIDCD_00347	CDS	750	ecsA_1		COG1131	ABC-type transporter ATP-binding protein EcsA
LKIKIDCD_00348	CDS	1635				hypothetical protein
LKIKIDCD_00349	CDS	1164	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
LKIKIDCD_00350	CDS	678	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
