locus_tag	ftype	length_bp	gene	EC_number	COG	product
PGKEKLCL_00060	CDS	228				hypothetical protein
PGKEKLCL_00061	CDS	3003	nanA_1	3.2.1.18	COG4409	Sialidase A
PGKEKLCL_00062	CDS	96				hypothetical protein
PGKEKLCL_00063	CDS	453				hypothetical protein
PGKEKLCL_00064	CDS	1338				hypothetical protein
PGKEKLCL_00065	CDS	885	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
PGKEKLCL_00066	CDS	834	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
PGKEKLCL_00067	CDS	2094	nanB	3.2.1.18	COG4409	Sialidase B
PGKEKLCL_00068	CDS	1104	yjhC	1.-.-.-	COG0673	putative oxidoreductase YjhC
PGKEKLCL_00069	CDS	699	nanE_1	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
PGKEKLCL_00070	CDS	1518	ptsG_1	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
PGKEKLCL_00071	CDS	1329				hypothetical protein
PGKEKLCL_00072	CDS	888	lacF_1			Lactose transport system permease protein LacF
PGKEKLCL_00073	CDS	840	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
PGKEKLCL_00074	CDS	453	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
PGKEKLCL_00075	CDS	333				hypothetical protein
PGKEKLCL_00076	CDS	645				hypothetical protein
PGKEKLCL_00077	CDS	918	nanA_2	4.1.3.3	COG0329	N-acetylneuraminate lyase
PGKEKLCL_00078	CDS	885	bglK_1	2.7.1.85	COG1940	Beta-glucoside kinase
PGKEKLCL_00079	CDS	852	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
PGKEKLCL_00080	CDS	2043	penA		COG0768	Penicillin-binding protein 2B
PGKEKLCL_00081	CDS	597	recR		COG0353	Recombination protein RecR
PGKEKLCL_00082	CDS	1044	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
PGKEKLCL_00083	CDS	1374	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
PGKEKLCL_00084	CDS	612				hypothetical protein
PGKEKLCL_00085	CDS	705				hypothetical protein
PGKEKLCL_00086	CDS	1374	ftsA		COG0849	Cell division protein FtsA
PGKEKLCL_00087	CDS	1260	ftsZ		COG0206	Cell division protein FtsZ
PGKEKLCL_00088	CDS	672			COG0325	Pyridoxal phosphate homeostasis protein
PGKEKLCL_00089	CDS	540	sepF		COG1799	Cell division protein SepF
PGKEKLCL_00090	CDS	264				hypothetical protein
PGKEKLCL_00091	CDS	786				hypothetical protein
PGKEKLCL_00092	CDS	789	divIVA		COG3599	Cell division protein DivIVA
PGKEKLCL_00093	CDS	2793	ileS	6.1.1.5		Isoleucine--tRNA ligase
PGKEKLCL_00094	CDS	363				hypothetical protein
PGKEKLCL_00095	CDS	189				hypothetical protein
PGKEKLCL_00096	CDS	693	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
PGKEKLCL_00097	CDS	2388				hypothetical protein
PGKEKLCL_00098	CDS	702			COG1136	putative ABC transporter ATP-binding protein
PGKEKLCL_00099	CDS	2709				hypothetical protein
PGKEKLCL_00100	CDS	492	tpx	1.11.1.15	COG2077	Thiol peroxidase
PGKEKLCL_00101	CDS	930	psaA		COG0803	Manganese ABC transporter substrate-binding lipoprotein
PGKEKLCL_00102	CDS	849	mntB			Manganese transport system membrane protein MntB
PGKEKLCL_00103	CDS	723	scaC	7.2.2.5	COG1121	Manganese import ATP-binding protein ScaC
PGKEKLCL_00104	CDS	1893	pepO	3.4.24.-	COG3590	Neutral endopeptidase
PGKEKLCL_00105	CDS	630		3.-.-.-		putative metallo-hydrolase
PGKEKLCL_00106	CDS	2223	relA			Bifunctional (p)ppGpp synthase/hydrolase RelA
PGKEKLCL_00107	CDS	444	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
PGKEKLCL_00108	CDS	108				hypothetical protein
PGKEKLCL_00109	CDS	363				hypothetical protein
PGKEKLCL_00110	CDS	300				hypothetical protein
PGKEKLCL_00111	CDS	438				hypothetical protein
PGKEKLCL_00112	CDS	552				hypothetical protein
PGKEKLCL_00113	CDS	651	ideR		COG1321	Iron-dependent repressor IdeR
PGKEKLCL_00114	CDS	843				hypothetical protein
PGKEKLCL_00115	CDS	438	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
PGKEKLCL_00116	CDS	303				hypothetical protein
PGKEKLCL_00117	CDS	1074				hypothetical protein
PGKEKLCL_00118	CDS	678	graR		COG0745	Response regulator protein GraR
PGKEKLCL_00119	CDS	975	graS	2.7.13.3	COG0642	Sensor histidine kinase GraS
PGKEKLCL_00120	CDS	1944	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
PGKEKLCL_00121	CDS	141				hypothetical protein
PGKEKLCL_00122	CDS	201				hypothetical protein
PGKEKLCL_00123	CDS	630				hypothetical protein
PGKEKLCL_00124	CDS	270	rpsO		COG0184	30S ribosomal protein S15
PGKEKLCL_00125	CDS	615				hypothetical protein
PGKEKLCL_00126	CDS	750	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
PGKEKLCL_00127	CDS	2337	ctpE	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
PGKEKLCL_00128	CDS	678	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
PGKEKLCL_00129	CDS	798			COG0327	GTP cyclohydrolase 1 type 2 
PGKEKLCL_00130	CDS	1104	thiO	1.4.3.19		Glycine oxidase
PGKEKLCL_00131	CDS	1020	lnpD_1	5.1.3.2		UDP-glucose 4-epimerase
PGKEKLCL_00132	CDS	984	csbB	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
PGKEKLCL_00133	CDS	213				hypothetical protein
PGKEKLCL_00134	CDS	477				hypothetical protein
PGKEKLCL_00135	CDS	672	cmk	2.7.4.25	COG0283	Cytidylate kinase
PGKEKLCL_00136	CDS	339				hypothetical protein
PGKEKLCL_00137	CDS	630				hypothetical protein
PGKEKLCL_00138	CDS	1152				hypothetical protein
PGKEKLCL_00139	CDS	750	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
PGKEKLCL_00140	CDS	774	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
PGKEKLCL_00141	CDS	462	hmpT		COG4720	Thiamine precursor transporter HmpT
PGKEKLCL_00142	CDS	405				IS630 family transposase ISSpn2
PGKEKLCL_00143	CDS	450				hypothetical protein
PGKEKLCL_00144	CDS	90				hypothetical protein
PGKEKLCL_00145	CDS	456				hypothetical protein
PGKEKLCL_00146	CDS	1461				hypothetical protein
PGKEKLCL_00147	CDS	1578				hypothetical protein
PGKEKLCL_00148	CDS	1440				hypothetical protein
PGKEKLCL_00149	CDS	930	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
PGKEKLCL_00150	CDS	933	yteP_1		COG4209	putative multiple-sugar transport system permease YteP
PGKEKLCL_00151	CDS	687	nanE_2	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
PGKEKLCL_00152	CDS	612	ybbH_2		COG1737	putative HTH-type transcriptional regulator YbbH
PGKEKLCL_00153	CDS	90				hypothetical protein
PGKEKLCL_00154	CDS	609				hypothetical protein
PGKEKLCL_00155	CDS	840				IS3 family transposase ISSpn4
PGKEKLCL_00156	CDS	537				hypothetical protein
PGKEKLCL_00157	CDS	138				hypothetical protein
PGKEKLCL_00158	CDS	1320				hypothetical protein
PGKEKLCL_00159	CDS	741	yxdL_1		COG1136	ABC transporter ATP-binding protein YxdL
PGKEKLCL_00160	CDS	1608				hypothetical protein
PGKEKLCL_00161	CDS	1941				hypothetical protein
PGKEKLCL_00162	CDS	465				hypothetical protein
PGKEKLCL_00163	CDS	2010	ramC	2.7.-.-	COG0515	putative SapB synthase
PGKEKLCL_00164	CDS	138				hypothetical protein
PGKEKLCL_00165	CDS	588				hypothetical protein
PGKEKLCL_00166	CDS	369	rplL		COG0222	50S ribosomal protein L7/L12
PGKEKLCL_00167	CDS	501	rplJ			50S ribosomal protein L10
PGKEKLCL_00168	CDS	1512	dadD	3.5.4.31		5'-deoxyadenosine deaminase
PGKEKLCL_00169	CDS	1749		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
PGKEKLCL_00170	CDS	1725			COG1132	putative ABC transporter ATP-binding protein
PGKEKLCL_00171	CDS	939	msrAB1		COG0225	Peptide methionine sulfoxide reductase MsrA/MsrB 1
PGKEKLCL_00172	CDS	870	thrB	2.7.1.39	COG0083	Homoserine kinase
PGKEKLCL_00173	CDS	1287	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
PGKEKLCL_00174	CDS	738	mecA		COG4862	Adapter protein MecA
PGKEKLCL_00175	CDS	1035				hypothetical protein
PGKEKLCL_00176	CDS	1434				hypothetical protein
PGKEKLCL_00177	CDS	987	glyG_1			Glycosyltransferase GlyG
PGKEKLCL_00178	CDS	1104	pglJ	2.4.1.291	COG0438	N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase
PGKEKLCL_00179	CDS	837				hypothetical protein
PGKEKLCL_00180	CDS	1275	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
PGKEKLCL_00181	CDS	849	pheA			Bifunctional chorismate mutase/prephenate dehydratase
PGKEKLCL_00182	CDS	477	aroK	2.7.1.71	COG0703	Shikimate kinase
PGKEKLCL_00183	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
PGKEKLCL_00184	CDS	339				hypothetical protein
PGKEKLCL_00185	CDS	1104				hypothetical protein
PGKEKLCL_00186	CDS	1167	aroC	4.2.3.5	COG0082	Chorismate synthase
PGKEKLCL_00187	CDS	1068	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
PGKEKLCL_00188	CDS	855	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
PGKEKLCL_00189	CDS	678	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
PGKEKLCL_00190	CDS	1164	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
PGKEKLCL_00191	CDS	1635				hypothetical protein
PGKEKLCL_00192	CDS	750	ecsA_1		COG1131	ABC-type transporter ATP-binding protein EcsA
PGKEKLCL_00193	CDS	1455	amyS	3.2.1.1		Alpha-amylase
PGKEKLCL_00194	CDS	2619	alaS	6.1.1.7		Alanine--tRNA ligase
PGKEKLCL_00195	CDS	486				hypothetical protein
PGKEKLCL_00196	CDS	1071	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
PGKEKLCL_00197	CDS	774	ydcV			Inner membrane ABC transporter permease protein YdcV
PGKEKLCL_00198	CDS	807	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
PGKEKLCL_00199	CDS	1158	potA_1	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
PGKEKLCL_00200	CDS	906	murB	1.3.1.98		UDP-N-acetylenolpyruvoylglucosamine reductase
PGKEKLCL_00201	CDS	753				hypothetical protein
PGKEKLCL_00202	CDS	672	aldC	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
PGKEKLCL_00203	CDS	1272	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
PGKEKLCL_00204	CDS	816	glnH_1		COG0834	Glutamine-binding periplasmic protein
PGKEKLCL_00205	CDS	654	phoU_1		COG0704	Phosphate-specific transport system accessory protein PhoU 
PGKEKLCL_00206	CDS	759	pstB3_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
PGKEKLCL_00207	CDS	804	pstB3_2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
PGKEKLCL_00208	CDS	885				hypothetical protein
PGKEKLCL_00209	CDS	918	pstC		COG0573	Phosphate transport system permease protein PstC
PGKEKLCL_00210	CDS	879	pstS1		COG0226	Phosphate-binding protein PstS 1
PGKEKLCL_00211	CDS	114				hypothetical protein
PGKEKLCL_00212	CDS	1305	rsmF	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
PGKEKLCL_00213	CDS	774	suhB	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
PGKEKLCL_00214	CDS	279				hypothetical protein
PGKEKLCL_00215	CDS	402	spxA_1		COG1393	Regulatory protein Spx
PGKEKLCL_00216	CDS	618				hypothetical protein
PGKEKLCL_00217	CDS	774	yutF	3.1.3.-	COG0647	Acid sugar phosphatase
PGKEKLCL_00218	CDS	738				hypothetical protein
PGKEKLCL_00219	CDS	1131	hemW		COG0635	Heme chaperone HemW
PGKEKLCL_00220	CDS	390				hypothetical protein
PGKEKLCL_00221	CDS	384				hypothetical protein
PGKEKLCL_00222	CDS	789	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
PGKEKLCL_00223	CDS	936	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
PGKEKLCL_00224	CDS	177	rpsU		COG0828	30S ribosomal protein S21
PGKEKLCL_00225	CDS	708	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
PGKEKLCL_00226	CDS	1029	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
PGKEKLCL_00227	CDS	390				hypothetical protein
PGKEKLCL_00228	CDS	102				hypothetical protein
PGKEKLCL_00229	CDS	552				hypothetical protein
PGKEKLCL_00230	CDS	825	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
PGKEKLCL_00231	CDS	1461	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
PGKEKLCL_00232	CDS	489				hypothetical protein
PGKEKLCL_00233	CDS	210				hypothetical protein
PGKEKLCL_00234	CDS	480				hypothetical protein
PGKEKLCL_00235	CDS	342				hypothetical protein
PGKEKLCL_00236	CDS	375				hypothetical protein
PGKEKLCL_00237	CDS	726				hypothetical protein
PGKEKLCL_00238	CDS	1287				hypothetical protein
PGKEKLCL_00239	CDS	183				hypothetical protein
PGKEKLCL_00240	CDS	192				hypothetical protein
PGKEKLCL_00241	CDS	1179				hypothetical protein
PGKEKLCL_00242	CDS	993	rhaR			HTH-type transcriptional activator RhaR
PGKEKLCL_00243	CDS	1755	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PGKEKLCL_00244	CDS	1674	ndvA	7.5.2.3	COG1132	Beta-(1-->2)glucan export ATP-binding/permease protein NdvA
PGKEKLCL_00245	CDS	585				hypothetical protein
PGKEKLCL_00246	CDS	696				hypothetical protein
PGKEKLCL_00247	CDS	1365	ykoD_1	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
PGKEKLCL_00248	CDS	306				hypothetical protein
PGKEKLCL_00249	CDS	351				hypothetical protein
PGKEKLCL_00250	CDS	186				hypothetical protein
PGKEKLCL_00251	CDS	1563	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
PGKEKLCL_00252	CDS	699	nagR		COG2188	HTH-type transcriptional repressor NagR
PGKEKLCL_00253	CDS	897	yicL_1		COG0697	putative inner membrane transporter YicL
PGKEKLCL_00254	CDS	936	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
PGKEKLCL_00255	CDS	726				hypothetical protein
PGKEKLCL_00256	CDS	636				hypothetical protein
PGKEKLCL_00257	CDS	828	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
PGKEKLCL_00258	CDS	336				hypothetical protein
PGKEKLCL_00259	CDS	717	capA			Capsule biosynthesis protein CapA
PGKEKLCL_00260	CDS	612	def_1	3.5.1.88	COG0242	Peptide deformylase
PGKEKLCL_00261	CDS	729		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
PGKEKLCL_00262	CDS	912	trxB	1.8.1.9	COG0492	Thioredoxin reductase
PGKEKLCL_00263	CDS	225				hypothetical protein
PGKEKLCL_00264	CDS	744	tcyN	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyN
PGKEKLCL_00265	CDS	801	yxeN			putative amino-acid permease protein YxeN
PGKEKLCL_00266	CDS	357	mgsR		COG1393	Regulatory protein MgsR
PGKEKLCL_00267	CDS	513	ogt	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
PGKEKLCL_00268	CDS	495				hypothetical protein
PGKEKLCL_00269	CDS	447				hypothetical protein
PGKEKLCL_00270	CDS	648				hypothetical protein
PGKEKLCL_00271	CDS	582	pdxT	4.3.3.6		Pyridoxal 5'-phosphate synthase subunit PdxT
PGKEKLCL_00272	CDS	876	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
PGKEKLCL_00273	CDS	1380		1.6.99.3		putative NADH oxidase
PGKEKLCL_00274	CDS	924	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
PGKEKLCL_00275	CDS	606	urdA	1.3.99.33		Urocanate reductase
PGKEKLCL_00276	CDS	1245				hypothetical protein
PGKEKLCL_00277	CDS	258				hypothetical protein
PGKEKLCL_00278	CDS	2037	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
PGKEKLCL_00279	CDS	918	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
PGKEKLCL_00280	CDS	762				hypothetical protein
PGKEKLCL_00281	CDS	843	yvgN	1.1.1.-	COG0656	Glyoxal reductase
PGKEKLCL_00282	CDS	1443	pgdA	3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
PGKEKLCL_00283	CDS	468				hypothetical protein
PGKEKLCL_00284	CDS	978	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
PGKEKLCL_00285	CDS	1083	yfmL	3.6.4.13	COG0513	putative ATP-dependent RNA helicase YfmL
PGKEKLCL_00286	CDS	339				hypothetical protein
PGKEKLCL_00287	CDS	351				IS630 family transposase ISSpn2
PGKEKLCL_00288	CDS	459				hypothetical protein
PGKEKLCL_00289	CDS	441			COG3279	putative HTH-type transcriptional regulator
PGKEKLCL_00290	CDS	1950	mutL		COG0323	DNA mismatch repair protein MutL
PGKEKLCL_00291	CDS	468	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
PGKEKLCL_00292	CDS	1206	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
PGKEKLCL_00293	CDS	636	ribE	2.5.1.9	COG0307	Riboflavin synthase
PGKEKLCL_00294	CDS	1101	ribD		COG0117	Riboflavin biosynthesis protein RibD
PGKEKLCL_00295	CDS	594	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
PGKEKLCL_00296	CDS	564	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
PGKEKLCL_00297	CDS	678				hypothetical protein
PGKEKLCL_00298	CDS	1032	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
PGKEKLCL_00299	CDS	684				hypothetical protein
PGKEKLCL_00300	CDS	945				hypothetical protein
PGKEKLCL_00301	CDS	2832	uvrA			UvrABC system protein A
PGKEKLCL_00302	CDS	1062	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
PGKEKLCL_00303	CDS	399	spxA_2		COG1393	Regulatory protein Spx
PGKEKLCL_00304	CDS	570				hypothetical protein
PGKEKLCL_00305	CDS	267				hypothetical protein
PGKEKLCL_00306	CDS	420	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
PGKEKLCL_00307	CDS	306				hypothetical protein
PGKEKLCL_00308	CDS	1251	fpgS_1	6.3.2.17		Folylpolyglutamate synthase
PGKEKLCL_00309	CDS	456				hypothetical protein
PGKEKLCL_00310	CDS	1533	cls	2.7.8.-		Cardiolipin synthase
PGKEKLCL_00311	CDS	144				hypothetical protein
PGKEKLCL_00312	CDS	1539				hypothetical protein
PGKEKLCL_00313	CDS	2208	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
PGKEKLCL_00314	CDS	507				hypothetical protein
PGKEKLCL_00315	CDS	591				hypothetical protein
PGKEKLCL_00316	CDS	618	udk_1	2.7.1.48		Uridine kinase
PGKEKLCL_00317	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
PGKEKLCL_00318	CDS	627	rplC		COG0087	50S ribosomal protein L3
PGKEKLCL_00319	CDS	624	rplD		COG0088	50S ribosomal protein L4
PGKEKLCL_00320	CDS	297	rplW			50S ribosomal protein L23
PGKEKLCL_00321	CDS	834	rplB		COG0090	50S ribosomal protein L2
PGKEKLCL_00322	CDS	282	rpsS		COG0185	30S ribosomal protein S19
PGKEKLCL_00323	CDS	345	rplV		COG0091	50S ribosomal protein L22
PGKEKLCL_00324	CDS	654	rpsC		COG0092	30S ribosomal protein S3
PGKEKLCL_00325	CDS	414	rplP		COG0197	50S ribosomal protein L16
PGKEKLCL_00326	CDS	207	rpmC		COG0255	50S ribosomal protein L29
PGKEKLCL_00327	CDS	261	rpsQ		COG0186	30S ribosomal protein S17
PGKEKLCL_00328	CDS	369	rplN		COG0093	50S ribosomal protein L14
PGKEKLCL_00329	CDS	306	rplX		COG0198	50S ribosomal protein L24
PGKEKLCL_00330	CDS	543	rplE		COG0094	50S ribosomal protein L5
PGKEKLCL_00331	CDS	270	rpsN2		COG0199	Alternate 30S ribosomal protein S14
PGKEKLCL_00332	CDS	399	rpsH			30S ribosomal protein S8
PGKEKLCL_00333	CDS	537	rplF		COG0097	50S ribosomal protein L6
PGKEKLCL_00334	CDS	357	rplR		COG0256	50S ribosomal protein L18
PGKEKLCL_00335	CDS	495	rpsE			30S ribosomal protein S5
PGKEKLCL_00336	CDS	183	rpmD		COG1841	50S ribosomal protein L30
PGKEKLCL_00337	CDS	441	rplO			50S ribosomal protein L15
PGKEKLCL_00338	CDS	1311	secY_1			Protein translocase subunit SecY
PGKEKLCL_00339	CDS	639	adk	2.7.4.3	COG0563	Adenylate kinase
PGKEKLCL_00340	CDS	219	infA		COG0361	Translation initiation factor IF-1
PGKEKLCL_00341	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
PGKEKLCL_00342	CDS	366	rpsM		COG0099	30S ribosomal protein S13
PGKEKLCL_00343	CDS	384	rpsK			30S ribosomal protein S11
PGKEKLCL_00344	CDS	936	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
PGKEKLCL_00345	CDS	387	rplQ		COG0203	50S ribosomal protein L17
PGKEKLCL_00346	CDS	267				hypothetical protein
PGKEKLCL_00347	CDS	1338				hypothetical protein
PGKEKLCL_00348	CDS	693	gpmA_2	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
