locus_tag	ftype	length_bp	gene	EC_number	COG	product
IHAOKJFD_00073	CDS	1506				hypothetical protein
IHAOKJFD_00074	CDS	759	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
IHAOKJFD_00075	CDS	678	dnaD		COG3935	DNA replication protein DnaD
IHAOKJFD_00076	CDS	945	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
IHAOKJFD_00077	CDS	513	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
IHAOKJFD_00078	CDS	759	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
IHAOKJFD_00079	CDS	1131	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
IHAOKJFD_00080	tRNA	88				tRNA-Leu(aag)
IHAOKJFD_00081	CDS	576				hypothetical protein
IHAOKJFD_00082	CDS	789	codY		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
IHAOKJFD_00083	CDS	1575	cshA	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
IHAOKJFD_00084	CDS	1227	yhjX			putative MFS-type transporter YhjX
IHAOKJFD_00085	CDS	1317	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
IHAOKJFD_00086	CDS	1344	murT	6.3.5.13	COG0769	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
IHAOKJFD_00087	CDS	783	gatD	6.3.5.13	COG3442	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
IHAOKJFD_00088	CDS	1083	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
IHAOKJFD_00089	CDS	462	hmpT		COG4720	Thiamine precursor transporter HmpT
IHAOKJFD_00090	CDS	774	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
IHAOKJFD_00091	CDS	750	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
IHAOKJFD_00092	CDS	1152				hypothetical protein
IHAOKJFD_00093	CDS	630				hypothetical protein
IHAOKJFD_00094	CDS	339				hypothetical protein
IHAOKJFD_00095	CDS	672	cmk	2.7.4.25	COG0283	Cytidylate kinase
IHAOKJFD_00096	CDS	477				hypothetical protein
IHAOKJFD_00097	CDS	984	csbB	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
IHAOKJFD_00098	CDS	1020	lnpD_1	5.1.3.2		UDP-glucose 4-epimerase
IHAOKJFD_00099	CDS	1104	thiO	1.4.3.19		Glycine oxidase
IHAOKJFD_00100	CDS	798			COG0327	GTP cyclohydrolase 1 type 2 
IHAOKJFD_00101	CDS	678	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
IHAOKJFD_00102	CDS	2337	ctpE	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
IHAOKJFD_00103	CDS	750	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
IHAOKJFD_00104	CDS	615				hypothetical protein
IHAOKJFD_00105	CDS	270	rpsO		COG0184	30S ribosomal protein S15
IHAOKJFD_00106	CDS	111				hypothetical protein
IHAOKJFD_00107	CDS	546				hypothetical protein
IHAOKJFD_00108	CDS	324				hypothetical protein
IHAOKJFD_00109	CDS	1944	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
IHAOKJFD_00110	CDS	975	graS	2.7.13.3	COG0642	Sensor histidine kinase GraS
IHAOKJFD_00111	CDS	678	graR		COG0745	Response regulator protein GraR
IHAOKJFD_00112	CDS	1074				hypothetical protein
IHAOKJFD_00113	CDS	303				hypothetical protein
IHAOKJFD_00114	CDS	438	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
IHAOKJFD_00115	CDS	843				hypothetical protein
IHAOKJFD_00116	CDS	651	dtxR			Diphtheria toxin repressor
IHAOKJFD_00117	CDS	552				hypothetical protein
IHAOKJFD_00118	CDS	438				hypothetical protein
IHAOKJFD_00119	CDS	300				hypothetical protein
IHAOKJFD_00120	CDS	363				hypothetical protein
IHAOKJFD_00121	CDS	108				hypothetical protein
IHAOKJFD_00122	CDS	444	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
IHAOKJFD_00123	CDS	2223	relA			Bifunctional (p)ppGpp synthase/hydrolase RelA
IHAOKJFD_00124	CDS	630		3.-.-.-		putative metallo-hydrolase
IHAOKJFD_00125	CDS	1893	pepO	3.4.24.-	COG3590	Neutral endopeptidase
IHAOKJFD_00126	CDS	723	scaC	7.2.2.5	COG1121	Manganese import ATP-binding protein ScaC
IHAOKJFD_00127	CDS	849	mntB			Manganese transport system membrane protein MntB
IHAOKJFD_00128	CDS	930	psaA		COG0803	Manganese ABC transporter substrate-binding lipoprotein
IHAOKJFD_00129	CDS	492	tpx	1.11.1.15	COG2077	Thiol peroxidase
IHAOKJFD_00130	CDS	2709				hypothetical protein
IHAOKJFD_00131	CDS	702			COG1136	putative ABC transporter ATP-binding protein
IHAOKJFD_00132	CDS	2412				hypothetical protein
IHAOKJFD_00133	CDS	693	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
IHAOKJFD_00134	CDS	189				hypothetical protein
IHAOKJFD_00135	CDS	288				hypothetical protein
IHAOKJFD_00136	CDS	2793	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
IHAOKJFD_00137	CDS	789	divIVA		COG3599	Cell division protein DivIVA
IHAOKJFD_00138	CDS	726				hypothetical protein
IHAOKJFD_00139	CDS	264				hypothetical protein
IHAOKJFD_00140	CDS	540	sepF		COG1799	Cell division protein SepF
IHAOKJFD_00141	CDS	672			COG0325	Pyridoxal phosphate homeostasis protein
IHAOKJFD_00142	CDS	1260	ftsZ		COG0206	Cell division protein FtsZ
IHAOKJFD_00143	CDS	1374	ftsA		COG0849	Cell division protein FtsA
IHAOKJFD_00144	CDS	705				hypothetical protein
IHAOKJFD_00145	CDS	612				hypothetical protein
IHAOKJFD_00146	CDS	1374	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
IHAOKJFD_00147	CDS	1044	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
IHAOKJFD_00148	CDS	597	recR		COG0353	Recombination protein RecR
IHAOKJFD_00149	CDS	2043	penA		COG0768	Penicillin-binding protein 2B
IHAOKJFD_00150	CDS	852	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
IHAOKJFD_00151	CDS	885	bglK_1	2.7.1.85	COG1940	Beta-glucoside kinase
IHAOKJFD_00152	CDS	918	nanA_1	4.1.3.3	COG0329	N-acetylneuraminate lyase
IHAOKJFD_00153	CDS	645				hypothetical protein
IHAOKJFD_00154	CDS	309				hypothetical protein
IHAOKJFD_00155	CDS	453	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
IHAOKJFD_00156	CDS	840	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
IHAOKJFD_00157	CDS	888	lacF_1			Lactose transport system permease protein LacF
IHAOKJFD_00158	CDS	1329				hypothetical protein
IHAOKJFD_00159	CDS	1518	ptsG_1	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
IHAOKJFD_00160	CDS	699	nanE_1	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
IHAOKJFD_00161	CDS	1104	yjhC	1.-.-.-	COG0673	putative oxidoreductase YjhC
IHAOKJFD_00162	CDS	2094	nanB	3.2.1.18	COG4409	Sialidase B
IHAOKJFD_00163	CDS	834	ngcG_1		COG0395	Diacetylchitobiose uptake system permease protein NgcG
IHAOKJFD_00164	CDS	885	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
IHAOKJFD_00165	CDS	1338				hypothetical protein
IHAOKJFD_00166	CDS	246				hypothetical protein
IHAOKJFD_00167	CDS	150				hypothetical protein
IHAOKJFD_00168	CDS	96				hypothetical protein
IHAOKJFD_00169	CDS	2898	nanA_2	3.2.1.18	COG4409	Sialidase A
IHAOKJFD_00170	CDS	228				hypothetical protein
IHAOKJFD_00171	CDS	450				hypothetical protein
IHAOKJFD_00172	CDS	90				hypothetical protein
IHAOKJFD_00173	CDS	456				hypothetical protein
IHAOKJFD_00174	CDS	1461				hypothetical protein
IHAOKJFD_00175	CDS	1578				hypothetical protein
IHAOKJFD_00176	CDS	1440				hypothetical protein
IHAOKJFD_00177	CDS	930	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
IHAOKJFD_00178	CDS	933	yteP_1		COG4209	putative multiple-sugar transport system permease YteP
IHAOKJFD_00179	CDS	687	nanE_2	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
IHAOKJFD_00180	CDS	612	ybbH_2		COG1737	putative HTH-type transcriptional regulator YbbH
IHAOKJFD_00181	CDS	90				hypothetical protein
IHAOKJFD_00182	CDS	609				hypothetical protein
IHAOKJFD_00183	CDS	840				IS3 family transposase ISSpn4
IHAOKJFD_00184	CDS	537				hypothetical protein
IHAOKJFD_00185	CDS	138				hypothetical protein
IHAOKJFD_00186	CDS	1320				hypothetical protein
IHAOKJFD_00187	CDS	741	yxdL_1		COG1136	ABC transporter ATP-binding protein YxdL
IHAOKJFD_00188	CDS	585	msbA_1	7.5.2.6		Lipid A export ATP-binding/permease protein MsbA
IHAOKJFD_00189	CDS	1404	ramC	2.7.-.-	COG0515	putative SapB synthase
IHAOKJFD_00190	CDS	138				hypothetical protein
IHAOKJFD_00191	CDS	588				hypothetical protein
IHAOKJFD_00192	CDS	144				hypothetical protein
IHAOKJFD_00193	CDS	381				hypothetical protein
IHAOKJFD_00194	CDS	279				hypothetical protein
IHAOKJFD_00195	CDS	255				hypothetical protein
IHAOKJFD_00196	CDS	171				hypothetical protein
IHAOKJFD_00197	CDS	369	rplL		COG0222	50S ribosomal protein L7/L12
IHAOKJFD_00198	CDS	501	rplJ			50S ribosomal protein L10
IHAOKJFD_00199	CDS	1512	dadD	3.5.4.31		5'-deoxyadenosine deaminase
IHAOKJFD_00200	CDS	1752		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
IHAOKJFD_00201	CDS	1725			COG1132	putative ABC transporter ATP-binding protein
IHAOKJFD_00202	CDS	939	msrAB1		COG0225	Peptide methionine sulfoxide reductase MsrA/MsrB 1
IHAOKJFD_00203	CDS	870	thrB	2.7.1.39	COG0083	Homoserine kinase
IHAOKJFD_00204	CDS	1287	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
IHAOKJFD_00205	CDS	738	mecA		COG4862	Adapter protein MecA
IHAOKJFD_00206	CDS	1035				hypothetical protein
IHAOKJFD_00207	CDS	1434				hypothetical protein
IHAOKJFD_00208	CDS	987	glyG			Glycosyltransferase GlyG
IHAOKJFD_00209	CDS	1104	pglJ	2.4.1.291	COG0438	N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase
IHAOKJFD_00210	CDS	837				hypothetical protein
IHAOKJFD_00211	CDS	1275	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
IHAOKJFD_00212	CDS	849	pheA			Bifunctional chorismate mutase/prephenate dehydratase
IHAOKJFD_00213	CDS	477	aroL	2.7.1.71		Shikimate kinase 2
IHAOKJFD_00214	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
IHAOKJFD_00215	CDS	339				hypothetical protein
IHAOKJFD_00216	CDS	1104				hypothetical protein
IHAOKJFD_00217	CDS	1167	aroC	4.2.3.5	COG0082	Chorismate synthase
IHAOKJFD_00218	CDS	1068	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
IHAOKJFD_00219	CDS	855	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
IHAOKJFD_00220	CDS	678	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
IHAOKJFD_00221	CDS	1164	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
IHAOKJFD_00222	CDS	1635				hypothetical protein
IHAOKJFD_00223	CDS	750	ecsA_1		COG1131	ABC-type transporter ATP-binding protein EcsA
IHAOKJFD_00224	CDS	1455	amyS	3.2.1.1		Alpha-amylase
IHAOKJFD_00225	CDS	2619	alaS	6.1.1.7		Alanine--tRNA ligase
IHAOKJFD_00226	CDS	486				hypothetical protein
IHAOKJFD_00227	CDS	1071	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
IHAOKJFD_00228	CDS	774	ydcV			Inner membrane ABC transporter permease protein YdcV
IHAOKJFD_00229	CDS	807	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
IHAOKJFD_00230	CDS	1158	potA	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
IHAOKJFD_00231	CDS	951	murB	1.3.1.98		UDP-N-acetylenolpyruvoylglucosamine reductase
IHAOKJFD_00232	CDS	753				hypothetical protein
IHAOKJFD_00233	CDS	672	aldC	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
IHAOKJFD_00234	CDS	1272	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
IHAOKJFD_00235	CDS	816	glnH_1		COG0834	Glutamine-binding periplasmic protein
IHAOKJFD_00236	CDS	654	phoU_1		COG0704	Phosphate-specific transport system accessory protein PhoU 
IHAOKJFD_00237	CDS	759	pstB3_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
IHAOKJFD_00238	CDS	804	pstB3_2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
IHAOKJFD_00239	CDS	885				hypothetical protein
IHAOKJFD_00240	CDS	918	pstC		COG0573	Phosphate transport system permease protein PstC
IHAOKJFD_00241	CDS	879	pstS1		COG0226	Phosphate-binding protein PstS 1
IHAOKJFD_00242	CDS	1305	rsmF	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
IHAOKJFD_00243	CDS	774	suhB	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
IHAOKJFD_00244	CDS	279				hypothetical protein
IHAOKJFD_00245	CDS	402	spxA_1		COG1393	Regulatory protein Spx
IHAOKJFD_00246	CDS	618				hypothetical protein
IHAOKJFD_00247	CDS	774	yutF	3.1.3.-	COG0647	Acid sugar phosphatase
IHAOKJFD_00248	CDS	738				hypothetical protein
IHAOKJFD_00249	CDS	1131	hemW		COG0635	Heme chaperone HemW
IHAOKJFD_00250	CDS	390				hypothetical protein
IHAOKJFD_00251	CDS	384				hypothetical protein
IHAOKJFD_00252	CDS	789	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
IHAOKJFD_00253	CDS	936	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
IHAOKJFD_00254	CDS	177	rpsU		COG0828	30S ribosomal protein S21
IHAOKJFD_00255	CDS	510				hypothetical protein
IHAOKJFD_00256	CDS	708	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
IHAOKJFD_00257	CDS	1029	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
IHAOKJFD_00258	CDS	390				hypothetical protein
IHAOKJFD_00259	CDS	102				hypothetical protein
IHAOKJFD_00260	CDS	552				hypothetical protein
IHAOKJFD_00261	CDS	825	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
IHAOKJFD_00262	CDS	1461	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
IHAOKJFD_00263	CDS	489				hypothetical protein
IHAOKJFD_00264	CDS	210				hypothetical protein
IHAOKJFD_00265	CDS	729				hypothetical protein
IHAOKJFD_00266	CDS	720	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IHAOKJFD_00267	CDS	726				hypothetical protein
IHAOKJFD_00268	CDS	1287				hypothetical protein
IHAOKJFD_00269	CDS	123				hypothetical protein
IHAOKJFD_00270	CDS	192				hypothetical protein
IHAOKJFD_00271	CDS	1191				hypothetical protein
IHAOKJFD_00272	CDS	993	rhaR			HTH-type transcriptional activator RhaR
IHAOKJFD_00273	CDS	1755	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IHAOKJFD_00274	CDS	1722			COG1132	putative ABC transporter ATP-binding protein
IHAOKJFD_00275	CDS	630				hypothetical protein
IHAOKJFD_00276	CDS	477	ecfT_1			Energy-coupling factor transporter transmembrane protein EcfT
IHAOKJFD_00277	CDS	1365	ykoD_1	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
IHAOKJFD_00278	tRNA	73				tRNA-Val(tac)
IHAOKJFD_00279	tRNA	73				tRNA-Asp(gtc)
IHAOKJFD_00280	tRNA	73				tRNA-Lys(ttt)
IHAOKJFD_00281	tRNA	84				tRNA-Leu(tag)
IHAOKJFD_00282	tRNA	73				tRNA-Thr(tgt)
IHAOKJFD_00283	tRNA	72				tRNA-Gly(gcc)
IHAOKJFD_00284	tRNA	86				tRNA-Leu(taa)
IHAOKJFD_00285	tRNA	74				tRNA-Arg(acg)
IHAOKJFD_00286	tRNA	76				tRNA-Pro(tgg)
IHAOKJFD_00287	tRNA	76				tRNA-Met(cat)
IHAOKJFD_00288	tRNA	74				tRNA-Met(cat)
IHAOKJFD_00289	tRNA	90				tRNA-Ser(tga)
IHAOKJFD_00290	tRNA	74				tRNA-Met(cat)
IHAOKJFD_00291	tRNA	73				tRNA-Phe(gaa)
IHAOKJFD_00292	tRNA	71				tRNA-Gly(tcc)
IHAOKJFD_00293	tRNA	76				tRNA-Ile(gat)
IHAOKJFD_00294	tRNA	90				tRNA-Ser(gct)
IHAOKJFD_00295	CDS	936	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
IHAOKJFD_00296	CDS	861	rhaS			HTH-type transcriptional activator RhaS
IHAOKJFD_00297	CDS	2163	agaA_1	3.2.1.22		Alpha-galactosidase AgaA
IHAOKJFD_00298	CDS	1260	msmE		COG1653	Multiple sugar-binding protein
IHAOKJFD_00299	CDS	867	ngcF		COG1175	Diacetylchitobiose uptake system permease protein NgcF
IHAOKJFD_00300	CDS	834	ngcG_2		COG0395	Diacetylchitobiose uptake system permease protein NgcG
IHAOKJFD_00301	CDS	1443	gtfA	2.4.1.7	COG0366	Sucrose phosphorylase
IHAOKJFD_00302	CDS	1194				hypothetical protein
IHAOKJFD_00303	CDS	1980	amiA		COG4166	Oligopeptide-binding protein AmiA
IHAOKJFD_00304	CDS	1497				hypothetical protein
IHAOKJFD_00305	CDS	927	oppC		COG1173	Oligopeptide transport system permease protein OppC
IHAOKJFD_00306	CDS	1068	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
IHAOKJFD_00307	CDS	927	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
IHAOKJFD_00308	CDS	810				hypothetical protein
IHAOKJFD_00309	CDS	894				hypothetical protein
IHAOKJFD_00310	CDS	804	fpuC	7.2.2.-	COG1120	Petrobactin import ATP-binding protein FpuC
IHAOKJFD_00311	CDS	711	treR		COG2188	HTH-type transcriptional regulator TreR
IHAOKJFD_00312	CDS	1968				hypothetical protein
IHAOKJFD_00313	CDS	1626	treA	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
IHAOKJFD_00314	CDS	249				hypothetical protein
IHAOKJFD_00315	CDS	795	murI	5.1.1.3	COG0796	Glutamate racemase
IHAOKJFD_00316	CDS	972		3.6.1.66		dITP/XTP pyrophosphatase
IHAOKJFD_00317	CDS	522				hypothetical protein
IHAOKJFD_00318	CDS	462				hypothetical protein
IHAOKJFD_00319	CDS	735			COG0582	Tyrosine recombinase XerD-like protein
IHAOKJFD_00320	CDS	729	scpA			Segregation and condensation protein A
IHAOKJFD_00321	CDS	570	scpB			Segregation and condensation protein B
IHAOKJFD_00322	CDS	723	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
IHAOKJFD_00323	CDS	243			COG0759	Putative membrane protein insertion efficiency factor
IHAOKJFD_00324	CDS	966	yclQ		COG4607	Petrobactin-binding protein YclQ
IHAOKJFD_00325	CDS	753	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
IHAOKJFD_00326	CDS	957	yclO		COG4605	Petrobactin import system permease protein YclO
IHAOKJFD_00327	CDS	960	yclN		COG4606	Petrobactin import system permease protein YclN
IHAOKJFD_00328	CDS	702	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
IHAOKJFD_00329	CDS	1065	pepA_1	3.4.11.7	COG1363	Glutamyl aminopeptidase
IHAOKJFD_00330	CDS	297				hypothetical protein
IHAOKJFD_00331	CDS	444				hypothetical protein
IHAOKJFD_00332	CDS	765				hypothetical protein
IHAOKJFD_00333	CDS	729	opuBA		COG1125	Choline transport ATP-binding protein OpuBA
IHAOKJFD_00334	CDS	1521				hypothetical protein
IHAOKJFD_00335	CDS	807				hypothetical protein
IHAOKJFD_00336	CDS	537				hypothetical protein
IHAOKJFD_00337	CDS	891	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
IHAOKJFD_00338	CDS	354	adhR		COG0789	HTH-type transcriptional regulator AdhR
IHAOKJFD_00339	CDS	1038	adh_1	1.1.1.1	COG1063	Alcohol dehydrogenase
IHAOKJFD_00340	CDS	1008	melR		COG1609	HTH-type transcriptional repressor MelR
IHAOKJFD_00341	CDS	1179	galK_1	2.7.1.6	COG0153	Galactokinase
IHAOKJFD_00342	CDS	1482	galT_1	2.7.7.12		Galactose-1-phosphate uridylyltransferase
IHAOKJFD_00343	CDS	405	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
