locus_tag	ftype	length_bp	gene	EC_number	COG	product
EANBDPEB_00104	CDS	975	fabH	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
EANBDPEB_00105	CDS	225	acpA		COG0236	Acyl carrier protein
EANBDPEB_00106	CDS	975		1.6.5.11	COG2070	NADH:quinone reductase
EANBDPEB_00107	CDS	921	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
EANBDPEB_00108	CDS	732	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
EANBDPEB_00109	CDS	1236	fabF	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
EANBDPEB_00110	CDS	486	accB			Biotin carboxyl carrier protein of acetyl-CoA carboxylase
EANBDPEB_00111	CDS	423	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
EANBDPEB_00112	CDS	1368	accC	6.3.4.14	COG0439	Biotin carboxylase
EANBDPEB_00113	CDS	867	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
EANBDPEB_00114	CDS	768	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
EANBDPEB_00115	CDS	186				hypothetical protein
EANBDPEB_00116	CDS	435				hypothetical protein
EANBDPEB_00117	CDS	423	nusB		COG0781	Transcription antitermination protein NusB
EANBDPEB_00118	CDS	390				putative protein
EANBDPEB_00119	CDS	561	efp			Elongation factor P
EANBDPEB_00120	CDS	1443	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
EANBDPEB_00121	CDS	1467	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
EANBDPEB_00122	CDS	303	gatC_1	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
EANBDPEB_00123	CDS	1545	prfC			Peptide chain release factor 3
EANBDPEB_00124	CDS	198	glyE			Glycosyltransferase GlyE
EANBDPEB_00125	CDS	189	rpmB		COG0227	50S ribosomal protein L28
EANBDPEB_00126	CDS	366				putative protein
EANBDPEB_00127	CDS	1668				putative protein
EANBDPEB_00128	CDS	1701	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
EANBDPEB_00129	CDS	477	ilvH	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
EANBDPEB_00130	CDS	1023	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
EANBDPEB_00131	CDS	237				hypothetical protein
EANBDPEB_00132	CDS	357				hypothetical protein
EANBDPEB_00133	CDS	1251	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
EANBDPEB_00134	CDS	216				hypothetical protein
EANBDPEB_00135	CDS	741	glnQ_1			Glutamine transport ATP-binding protein GlnQ
EANBDPEB_00136	CDS	1566				hypothetical protein
EANBDPEB_00137	CDS	1890				hypothetical protein
EANBDPEB_00138	CDS	1020				IS110 family transposase ISBth13
EANBDPEB_00139	CDS	846	uppP	3.6.1.27		Undecaprenyl-diphosphatase
EANBDPEB_00140	CDS	1062	dinB	2.7.7.7	COG0389	DNA polymerase IV
EANBDPEB_00141	CDS	2325	pflB	2.3.1.54		Formate acetyltransferase
EANBDPEB_00142	CDS	219				hypothetical protein
EANBDPEB_00143	CDS	285				hypothetical protein
EANBDPEB_00144	CDS	171				hypothetical protein
EANBDPEB_00145	CDS	1224	nagC_1		COG1940	N-acetylglucosamine repressor
EANBDPEB_00146	CDS	1323	licC_1		COG1455	Lichenan permease IIC component
EANBDPEB_00147	CDS	1887				hypothetical protein
EANBDPEB_00148	CDS	345	lacF_1		COG1447	PTS system lactose-specific EIIA component
EANBDPEB_00149	CDS	1413	lacG_1	3.2.1.85		6-phospho-beta-galactosidase
EANBDPEB_00150	CDS	1680	lacE_1			PTS system lactose-specific EIICB component
EANBDPEB_00151	CDS	1440	trkG		COG0168	Trk system potassium uptake protein TrkG
EANBDPEB_00152	CDS	1350	trkA		COG0569	Trk system potassium uptake protein TrkA
EANBDPEB_00153	CDS	849	salL	2.5.1.94	COG1912	Adenosyl-chloride synthase
EANBDPEB_00154	CDS	549				hypothetical protein
EANBDPEB_00155	CDS	213				hypothetical protein
EANBDPEB_00156	CDS	1683	ykoD_1	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
EANBDPEB_00157	CDS	831	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
EANBDPEB_00158	CDS	504	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
EANBDPEB_00159	CDS	564	ribU		COG3601	Riboflavin transporter RibU
EANBDPEB_00160	CDS	651				hypothetical protein
EANBDPEB_00161	CDS	390				hypothetical protein
EANBDPEB_00162	CDS	450				hypothetical protein
EANBDPEB_00163	CDS	588	rpoE			putative DNA-directed RNA polymerase subunit delta
EANBDPEB_00164	CDS	1608	pyrG	6.3.4.2	COG0504	CTP synthase
EANBDPEB_00165	CDS	1632				hypothetical protein
EANBDPEB_00166	CDS	4941				hypothetical protein
EANBDPEB_00167	CDS	1197	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
EANBDPEB_00168	CDS	528				hypothetical protein
EANBDPEB_00169	CDS	357	glnR		COG0789	HTH-type transcriptional regulator GlnR
EANBDPEB_00170	CDS	1347	glnA	6.3.1.2	COG0174	Glutamine synthetase
EANBDPEB_00171	CDS	150				hypothetical protein
EANBDPEB_00172	CDS	1281				hypothetical protein
EANBDPEB_00173	CDS	300				hypothetical protein
EANBDPEB_00174	CDS	228				hypothetical protein
EANBDPEB_00175	CDS	2898	nanA_1	3.2.1.18	COG4409	Sialidase A
EANBDPEB_00176	CDS	96				hypothetical protein
EANBDPEB_00177	CDS	453				hypothetical protein
EANBDPEB_00178	CDS	1338				hypothetical protein
EANBDPEB_00179	CDS	885	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
EANBDPEB_00180	CDS	834	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
EANBDPEB_00181	CDS	2094	nanB_1	3.2.1.18	COG4409	Sialidase B
EANBDPEB_00182	CDS	1104	yjhC_1	1.-.-.-	COG0673	putative oxidoreductase YjhC
EANBDPEB_00183	CDS	699	nanE_1	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
EANBDPEB_00184	CDS	1518	ptsG_1	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
EANBDPEB_00185	CDS	1329				hypothetical protein
EANBDPEB_00186	CDS	888	lacF_2			Lactose transport system permease protein LacF
EANBDPEB_00187	CDS	840	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
EANBDPEB_00188	CDS	453	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
EANBDPEB_00189	CDS	345				hypothetical protein
EANBDPEB_00190	CDS	645				hypothetical protein
EANBDPEB_00191	CDS	918	nanA_2	4.1.3.3	COG0329	N-acetylneuraminate lyase
EANBDPEB_00192	CDS	885	bglK_1	2.7.1.85	COG1940	Beta-glucoside kinase
EANBDPEB_00193	CDS	852	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
EANBDPEB_00194	CDS	2043	penA		COG0768	Penicillin-binding protein 2B
EANBDPEB_00195	CDS	597	recR		COG0353	Recombination protein RecR
EANBDPEB_00196	CDS	1044	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
EANBDPEB_00197	CDS	1374	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
EANBDPEB_00198	CDS	612				hypothetical protein
EANBDPEB_00199	CDS	705				hypothetical protein
EANBDPEB_00200	CDS	1374	ftsA		COG0849	Cell division protein FtsA
EANBDPEB_00201	CDS	1260	ftsZ		COG0206	Cell division protein FtsZ
EANBDPEB_00202	CDS	672			COG0325	Pyridoxal phosphate homeostasis protein
EANBDPEB_00203	CDS	540	sepF		COG1799	Cell division protein SepF
EANBDPEB_00204	CDS	264				hypothetical protein
EANBDPEB_00205	CDS	786				hypothetical protein
EANBDPEB_00206	CDS	789	divIVA		COG3599	Cell division protein DivIVA
EANBDPEB_00207	CDS	2793	ileS	6.1.1.5		Isoleucine--tRNA ligase
EANBDPEB_00208	CDS	261				hypothetical protein
EANBDPEB_00209	CDS	189				hypothetical protein
EANBDPEB_00210	CDS	693	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
EANBDPEB_00211	CDS	2412				hypothetical protein
EANBDPEB_00212	CDS	702			COG1136	putative ABC transporter ATP-binding protein
EANBDPEB_00213	CDS	2709				hypothetical protein
EANBDPEB_00214	CDS	492	tpx	1.11.1.15	COG2077	Thiol peroxidase
EANBDPEB_00215	CDS	930	psaA		COG0803	Manganese ABC transporter substrate-binding lipoprotein
EANBDPEB_00216	CDS	849	mntB			Manganese transport system membrane protein MntB
EANBDPEB_00217	CDS	723	scaC	7.2.2.5	COG1121	Manganese import ATP-binding protein ScaC
EANBDPEB_00218	CDS	1893	pepO	3.4.24.-	COG3590	Neutral endopeptidase
EANBDPEB_00219	CDS	630		3.-.-.-		putative metallo-hydrolase
EANBDPEB_00220	CDS	2223	relA			Bifunctional (p)ppGpp synthase/hydrolase RelA
EANBDPEB_00221	CDS	444	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
EANBDPEB_00222	CDS	186				hypothetical protein
EANBDPEB_00223	CDS	414				hypothetical protein
EANBDPEB_00224	CDS	708				hypothetical protein
EANBDPEB_00225	CDS	651	ideR		COG1321	Iron-dependent repressor IdeR
EANBDPEB_00226	CDS	843				hypothetical protein
EANBDPEB_00227	CDS	438	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
EANBDPEB_00228	CDS	303				hypothetical protein
EANBDPEB_00229	CDS	1074				hypothetical protein
EANBDPEB_00230	CDS	678	graR		COG0745	Response regulator protein GraR
EANBDPEB_00231	CDS	975	graS	2.7.13.3	COG0642	Sensor histidine kinase GraS
EANBDPEB_00232	CDS	1944	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
EANBDPEB_00233	CDS	222				hypothetical protein
EANBDPEB_00234	CDS	630				hypothetical protein
EANBDPEB_00235	CDS	270	rpsO		COG0184	30S ribosomal protein S15
EANBDPEB_00236	CDS	615				hypothetical protein
EANBDPEB_00237	CDS	750	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
EANBDPEB_00238	CDS	2337	ctpE	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
EANBDPEB_00239	CDS	678	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
EANBDPEB_00240	CDS	798			COG0327	GTP cyclohydrolase 1 type 2 
EANBDPEB_00241	CDS	1104	thiO	1.4.3.19		Glycine oxidase
EANBDPEB_00242	CDS	1020	lnpD_1	5.1.3.2		UDP-glucose 4-epimerase
EANBDPEB_00243	CDS	984	csbB	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
EANBDPEB_00244	CDS	213				hypothetical protein
EANBDPEB_00245	CDS	477				hypothetical protein
EANBDPEB_00246	CDS	672	cmk	2.7.4.25	COG0283	Cytidylate kinase
EANBDPEB_00247	CDS	339				hypothetical protein
EANBDPEB_00248	CDS	630				hypothetical protein
EANBDPEB_00249	CDS	1152				hypothetical protein
EANBDPEB_00250	CDS	750	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
EANBDPEB_00251	CDS	774	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
EANBDPEB_00252	CDS	462	hmpT		COG4720	Thiamine precursor transporter HmpT
EANBDPEB_00253	CDS	246				hypothetical protein
EANBDPEB_00254	CDS	168				hypothetical protein
EANBDPEB_00255	CDS	735				IS3 family transposase ISSpn11
EANBDPEB_00256	CDS	1083	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
EANBDPEB_00257	CDS	783	gatD	6.3.5.13	COG3442	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
EANBDPEB_00258	CDS	1344	murT	6.3.5.13	COG0769	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
EANBDPEB_00259	CDS	1317	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
EANBDPEB_00260	CDS	1227	yhjX			putative MFS-type transporter YhjX
EANBDPEB_00261	CDS	1575	cshA	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
EANBDPEB_00262	CDS	789	codY		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
EANBDPEB_00263	CDS	576				hypothetical protein
EANBDPEB_00264	tRNA	88				tRNA-Leu(aag)
EANBDPEB_00265	CDS	1131	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
EANBDPEB_00266	CDS	759	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
EANBDPEB_00267	CDS	513	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
EANBDPEB_00268	CDS	945	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
EANBDPEB_00269	CDS	678	dnaD		COG3935	DNA replication protein DnaD
EANBDPEB_00270	CDS	759	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
EANBDPEB_00271	CDS	1506				hypothetical protein
EANBDPEB_00272	CDS	519	dps	1.16.-.-	COG0783	DNA protection during starvation protein
EANBDPEB_00273	CDS	507	dhfR	1.5.1.3	COG0262	Dihydrofolate reductase
EANBDPEB_00274	CDS	171				hypothetical protein
EANBDPEB_00275	CDS	1233	clpX			ATP-dependent Clp protease ATP-binding subunit ClpX
EANBDPEB_00276	CDS	588	engB		COG0218	putative GTP-binding protein EngB
EANBDPEB_00277	CDS	381	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
EANBDPEB_00278	CDS	891	yvcJ		COG1660	Nucleotide-binding protein YvcJ
EANBDPEB_00279	CDS	978			COG0391	Putative gluconeogenesis factor
EANBDPEB_00280	CDS	912	whiA		COG1481	putative cell division protein WhiA
EANBDPEB_00281	CDS	966	yumC	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
EANBDPEB_00282	CDS	858	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
EANBDPEB_00283	CDS	780				hypothetical protein
EANBDPEB_00284	CDS	1353	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
EANBDPEB_00285	CDS	375				hypothetical protein
EANBDPEB_00286	CDS	849			COG1307	DegV domain-containing protein
EANBDPEB_00287	CDS	768	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
EANBDPEB_00288	CDS	1185	cca	2.7.7.72		CCA-adding enzyme
EANBDPEB_00289	CDS	1872	ettA_1		COG0488	Energy-dependent translational throttle protein EttA
EANBDPEB_00290	CDS	1185	fieF			Ferrous-iron efflux pump FieF
EANBDPEB_00291	CDS	2697		7.2.2.10		Calcium-transporting ATPase 1
EANBDPEB_00292	CDS	792	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
EANBDPEB_00293	CDS	411	def_1	3.5.1.88	COG0242	Peptide deformylase
EANBDPEB_00294	CDS	1596				hypothetical protein
EANBDPEB_00295	CDS	165				hypothetical protein
EANBDPEB_00296	CDS	729	yaaA		COG3022	Peroxide stress resistance protein YaaA
EANBDPEB_00297	CDS	549				hypothetical protein
EANBDPEB_00298	CDS	432				hypothetical protein
EANBDPEB_00299	CDS	1188	aspB	2.6.1.14	COG0436	Asparagine--oxo-acid transaminase
EANBDPEB_00300	CDS	366				hypothetical protein
EANBDPEB_00301	CDS	1344	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
EANBDPEB_00302	CDS	291	rpsF		COG0360	30S ribosomal protein S6
EANBDPEB_00303	CDS	471	ssb_1		COG0629	Single-stranded DNA-binding protein
EANBDPEB_00304	CDS	240	rpsR		COG0238	30S ribosomal protein S18
EANBDPEB_00305	CDS	1401				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
EANBDPEB_00306	CDS	360	yugI		COG1098	General stress protein 13
EANBDPEB_00307	CDS	750	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
EANBDPEB_00308	CDS	300				hypothetical protein
EANBDPEB_00309	CDS	936	ppaC	3.6.1.1	COG1227	putative manganese-dependent inorganic pyrophosphatase
EANBDPEB_00310	CDS	513				hypothetical protein
EANBDPEB_00311	CDS	597				hypothetical protein
EANBDPEB_00312	CDS	198				hypothetical protein
EANBDPEB_00313	CDS	1446	murE	6.3.2.7	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
EANBDPEB_00314	CDS	1623	murJ		COG2244	Lipid II flippase MurJ
EANBDPEB_00315	CDS	1959	sarA_2		COG4166	Oligopeptide-binding protein SarA
EANBDPEB_00316	CDS	936	bmrA	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
EANBDPEB_00317	CDS	723	lmrA	7.6.2.2	COG1132	Multidrug resistance ABC transporter ATP-binding and permease protein
EANBDPEB_00318	CDS	1095	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
EANBDPEB_00319	CDS	1167	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
EANBDPEB_00320	CDS	3099	rapA	3.6.4.-		RNA polymerase-associated protein RapA
EANBDPEB_00321	CDS	618				hypothetical protein
EANBDPEB_00322	CDS	1335	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
EANBDPEB_00323	CDS	465				hypothetical protein
EANBDPEB_00324	CDS	495				hypothetical protein
EANBDPEB_00325	CDS	1656	mltG	4.2.2.-		Endolytic murein transglycosylase
EANBDPEB_00326	CDS	483	greA			Transcription elongation factor GreA
EANBDPEB_00327	CDS	429				hypothetical protein
EANBDPEB_00328	CDS	327				hypothetical protein
EANBDPEB_00329	CDS	1881				hypothetical protein
EANBDPEB_00330	CDS	882	bglK_2	2.7.1.85	COG1940	Beta-glucoside kinase
EANBDPEB_00331	CDS	2646	mngB	3.2.1.-	COG0383	Mannosylglycerate hydrolase
EANBDPEB_00332	CDS	1281				hypothetical protein
EANBDPEB_00333	CDS	2085				hypothetical protein
EANBDPEB_00334	CDS	1680				hypothetical protein
EANBDPEB_00335	CDS	1230	arcA	3.5.3.6	COG2235	Arginine deiminase
EANBDPEB_00336	CDS	1017	arcB	2.1.3.3		Ornithine carbamoyltransferase, catabolic
EANBDPEB_00337	CDS	948	arcC1	2.7.2.2		Carbamate kinase 1
EANBDPEB_00338	CDS	1512				hypothetical protein
EANBDPEB_00339	CDS	1332		3.4.13.-		Putative dipeptidase
EANBDPEB_00340	CDS	165				hypothetical protein
EANBDPEB_00341	CDS	156				hypothetical protein
EANBDPEB_00342	CDS	252				hypothetical protein
EANBDPEB_00343	CDS	900	qmcA		COG0330	Protein QmcA
EANBDPEB_00344	CDS	1152	adhB	1.1.1.1		Alcohol dehydrogenase 2
EANBDPEB_00345	CDS	1767	fucI	5.3.1.25	COG2407	L-fucose isomerase
EANBDPEB_00346	CDS	3117				hypothetical protein
EANBDPEB_00347	CDS	2295				hypothetical protein
EANBDPEB_00348	CDS	801	manZ_3		COG3716	PTS system mannose-specific EIID component
EANBDPEB_00349	CDS	774	sorC_1		COG3715	PTS system sorbose-specific EIIC component
EANBDPEB_00350	CDS	471	levE	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
EANBDPEB_00351	CDS	444	manX_2	2.7.1.191		PTS system mannose-specific EIIAB component
EANBDPEB_00352	CDS	441	fucU	5.1.3.29	COG4154	L-fucose mutarotase
